Stops,No,Driver,Car,Lap,Time of day,Time,Total
1,16,Cristiano da MattaDAM,Toyota,1,12:05:04,58.014,58.014
2,16,Cristiano da MattaDAM,Toyota,3,12:09:16,33.810,1:31.824
1,21,Zsolt BaumgartnerBAU,Minardi Cosworth,10,12:19:28,24.439,24.439
1,1,Michael SchumacherMSC,Ferrari,11,12:20:07,23.774,23.774
1,2,Rubens BarrichelloBAR,Ferrari,11,12:20:18,28.859,28.859
1,6,Kimi RäikkönenRAI,McLaren Mercedes,11,12:20:21,23.908,23.908
1,17,Olivier PanisPAN,Toyota,11,12:20:26,26.587,26.587
1,7,Jarno TrulliTRU,Renault,11,12:20:28,23.961,23.961
1,5,David CoulthardCOU,McLaren Mercedes,11,12:20:30,33.681,33.681
1,18,Nick HeidfeldHEI,Jordan Ford,11,12:20:33,23.710,23.710
1,11,Giancarlo FisichellaFIS,Sauber Petronas,11,12:20:35,23.729,23.729
1,14,Mark WebberWEB,Jaguar Cosworth,17,12:34:32,29.462,29.462
1,9,Jenson ButtonBUT,BAR Honda,24,12:44:32,24.755,24.755
1,10,Takuma SatoSAT,BAR Honda,25,12:45:44,23.337,23.337
2,6,Kimi RäikkönenRAI,McLaren Mercedes,29,12:50:42,22.969,46.877
3,6,Kimi RäikkönenRAI,McLaren Mercedes,34,12:57:14,31.193,1:18.070
1,3,Juan Pablo MontoyaMOY,Williams BMW,35,12:57:47,24.375,24.375
2,21,Zsolt BaumgartnerBAU,Minardi Cosworth,37,13:01:21,23.294,47.733
2,18,Nick HeidfeldHEI,Jordan Ford,38,13:02:05,27.866,51.576
2,1,Michael SchumacherMSC,Ferrari,42,13:05:56,26.625,50.399
2,10,Takuma SatoSAT,BAR Honda,45,13:10:03,25.241,48.578
2,7,Jarno TrulliTRU,Renault,46,13:11:08,22.855,46.816
2,17,Olivier PanisPAN,Toyota,47,13:12:31,23.893,50.480
2,5,David CoulthardCOU,McLaren Mercedes,47,13:12:58,24.775,58.456
2,11,Giancarlo FisichellaFIS,Sauber Petronas,48,13:14:56,26.516,50.245
2,2,Rubens BarrichelloBAR,Ferrari,50,13:15:39,23.856,52.715
2,14,Mark WebberWEB,Jaguar Cosworth,51,13:17:48,23.494,52.956
3,5,David CoulthardCOU,McLaren Mercedes,54,13:22:09,26.015,1:24.471
3,21,Zsolt BaumgartnerBAU,Minardi Cosworth,55,13:24:28,24.834,1:12.567
2,3,Juan Pablo MontoyaMOY,Williams BMW,57,13:24:34,23.068,47.443
