Pos,No,Driver,Car,Laps,Time/retired,Pts
1,27,Patrick TambayTAM,Ferrari,60,1:37:52.460,9
2,15,Alain ProstPRO,Renault,60,+48.781s,6
3,28,Rene ArnouxARN,Ferrari,59,+1 lap,4
4,1,Keke RosbergROS,Williams Ford,59,+1 lap,3
5,7,John WatsonWAT,McLaren Ford,59,+1 lap,2
6,29,Marc SurerSUR,Arrows Ford,59,+1 lap,1
7,2,Jacques LaffiteLAF,Williams Ford,59,+1 lap,0
8,30,Chico SerraSER,Arrows Ford,58,+2 laps,0
9,26,Raul BoeselBOE,Ligier Ford,58,+2 laps,0
10,23,Mauro BaldiBAL,Alfa Romeo,57,DNF,0
11,9,Manfred WinkelhockWIN,ATS BMW,57,+3 laps,0
12,12,Nigel MansellMAN,Lotus Ford,56,DNF,0
NC,6,Riccardo PatresePAT,Brabham BMW,54,DNF,0
NC,22,Andrea de CesarisDEC,Alfa Romeo,45,DNF,0
NC,11,Elio de AngelisDEA,Lotus Renault,43,DNF,0
NC,5,Nelson PiquetPIQ,Brabham BMW,41,DNF,0
NC,25,Jean-Pierre JarierJAR,Ligier Ford,39,DNF,0
NC,4,Danny SullivanSUL,Tyrrell Ford,37,DNF,0
NC,35,Derek WarwickWAR,Toleman Hart,27,DNF,0
NC,31,Corrado FabiFAB,Osella Ford,20,DNF,0
NC,36,Bruno GiacomelliGIA,Toleman Hart,20,DNF,0
NC,8,Niki LaudaLAU,McLaren Ford,11,DNF,0
NC,34,Johnny CecottoCEC,Theodore Ford,11,DNF,0
NC,3,Michele AlboretoALB,Tyrrell Ford,10,DNF,0
NC,33,Roberto GuerreroGUE,Theodore Ford,3,DNF,0
NC,16,Eddie  CheeverCHE,Renault,1,DNF,0
