Pos,No,Driver,Car,Laps,Time/retired,Pts
1,15,Alain ProstPRO,Renault,54,1:34:13.913,9
2,5,Nelson PiquetPIQ,Brabham BMW,54,+29.720s,6
3,16,Eddie  CheeverCHE,Renault,54,+40.232s,4
4,27,Patrick TambayTAM,Ferrari,54,+66.880s,3
5,1,Keke RosbergROS,Williams Ford,53,+1 lap,2
6,2,Jacques LaffiteLAF,Williams Ford,53,+1 lap,1
7,28,Rene ArnouxARN,Ferrari,53,+1 lap,0
8,3,Michele AlboretoALB,Tyrrell Ford,53,+1 lap,0
9,25,Jean-Pierre JarierJAR,Ligier Ford,53,+1 lap,0
10,29,Marc SurerSUR,Arrows Ford,53,+1 lap,0
11,34,Johnny CecottoCEC,Theodore Ford,52,+2 laps,0
12,22,Andrea de CesarisDEC,Alfa Romeo,50,+4 laps,0
13,36,Bruno GiacomelliGIA,Toleman Hart,49,DNF,0
NC,26,Raul BoeselBOE,Ligier Ford,47,DNF,0
NC,31,Corrado FabiFAB,Osella Ford,36,DNF,0
NC,9,Manfred WinkelhockWIN,ATS BMW,36,DNF,0
NC,8,Niki LaudaLAU,McLaren Ford,29,DNF,0
NC,23,Mauro BaldiBAL,Alfa Romeo,28,DNF,0
NC,30,Chico SerraSER,Arrows Ford,26,DNF,0
NC,33,Roberto GuerreroGUE,Theodore Ford,23,DNF,0
NC,4,Danny SullivanSUL,Tyrrell Ford,21,DNF,0
NC,11,Elio de AngelisDEA,Lotus Renault,20,DNF,0
NC,6,Riccardo PatresePAT,Brabham BMW,19,DNF,0
NC,35,Derek WarwickWAR,Toleman Hart,14,DNF,0
NC,12,Nigel MansellMAN,Lotus Ford,6,DNF,0
NC,7,John WatsonWAT,McLaren Ford,3,DNF,0
