Pos,No,Driver,Car,Time
1,12,Ayrton SennaSEN,McLaren Honda,1:17.748
2,11,Alain ProstPRO,McLaren Honda,1:17.880
3,5,Nigel MansellMAN,Williams Judd,1:19.427
4,28,Gerhard BergerBER,Ferrari,1:19.517
5,1,Nelson PiquetPIQ,Lotus Honda,1:19.535
6,6,Riccardo PatresePAT,Williams Judd,1:19.925
7,17,Derek WarwickWAR,Arrows Megatron,1:20.086
8,19,Alessandro NanniniNAN,Benetton Ford,1:20.182
9,16,Ivan CapelliCAP,March Judd,1:20.459
10,20,Thierry BoutsenBOU,Benetton Ford,1:20.486
11,36,Alex CaffiCAF,Dallara Ford,1:20.781
12,27,Michele AlboretoALB,Ferrari,1:20.844
13,2,Satoru NakajimaNAK,Lotus Honda,1:20.852
14,23,Pierluigi MartiniMAR,Minardi Ford,1:21.133
15,22,Andrea de CesarisDEC,Rial Ford,1:21.164
16,14,Philippe StreiffSTR,AGS Ford,1:21.262
17,3,Jonathan  PalmerPAL,Tyrrell Ford,1:21.307
18,18,Eddie  CheeverCHE,Arrows Megatron,1:21.393
19,15,Mauricio GugelminGUG,March Judd,1:21.554
20,33,Stefano ModenaMOD,Euro Brun Ford,1:21.856
21,24,Luis Perez-SalaPER,Minardi Ford,1:21.893
22,26,Stefan JohanssonJOH,Ligier Judd,1:21.988
23,25,Rene ArnouxARN,Ligier Judd,1:22.028
24,30,Philippe AlliotALL,Lola Ford,1:22.211
25,32,Oscar LarrauriLAR,Euro Brun Ford,1:22.213
26,9,Piercarlo GhinzaniGHI,Zakspeed,1:22.348
