Pos,No,Driver,Car,Time
1,12,Ayrton SennaSEN,McLaren Honda,1:23.998
2,11,Alain ProstPRO,McLaren Honda,1:25.425
3,28,Gerhard BergerBER,Ferrari,1:26.685
4,27,Michele AlboretoALB,Ferrari,1:27.297
5,5,Nigel MansellMAN,Williams Judd,1:27.665
6,19,Alessandro NanniniNAN,Benetton Ford,1:27.869
7,17,Derek WarwickWAR,Arrows Megatron,1:27.872
8,6,Riccardo PatresePAT,Williams Judd,1:28.016
9,18,Eddie  CheeverCHE,Arrows Megatron,1:28.227
10,3,Jonathan  PalmerPAL,Tyrrell Ford,1:28.358
11,1,Nelson PiquetPIQ,Lotus Honda,1:28.403
12,14,Philippe StreiffSTR,AGS Ford,1:28.527
13,30,Philippe AlliotALL,Lola Ford,1:28.536
14,15,Mauricio GugelminGUG,March Judd,1:28.610
15,24,Luis Perez-SalaPER,Minardi Ford,1:28.625
16,20,Thierry BoutsenBOU,Benetton Ford,1:28.640
17,36,Alex CaffiCAF,Dallara Ford,1:29.075
18,32,Oscar LarrauriLAR,Euro Brun Ford,1:29.093
19,22,Andrea de CesarisDEC,Rial Ford,1:29.298
20,25,Rene ArnouxARN,Ligier Judd,1:29.480
21,29,Yannick DalmasDAL,Lola Ford,1:29.601
22,16,Ivan CapelliCAP,March Judd,1:29.603
23,9,Piercarlo GhinzaniGHI,Zakspeed,1:30.121
24,31,Gabriele TarquiniTAR,Coloni Ford,1:30.252
25,21,Nicola LariniLAR,Osella,1:30.335
26,26,Stefan JohanssonJOH,Ligier Judd,1:30.505
