Pos,No,Driver,Car,Time
1,28,Gerhard BergerBER,Ferrari,1:10.133
2,27,Michele AlboretoALB,Ferrari,1:10.332
3,12,Ayrton SennaSEN,McLaren Honda,1:10.616
4,11,Alain ProstPRO,McLaren Honda,1:10.736
5,15,Mauricio GugelminGUG,March Judd,1:11.745
6,16,Ivan CapelliCAP,March Judd,1:12.006
7,1,Nelson PiquetPIQ,Lotus Honda,1:12.040
8,19,Alessandro NanniniNAN,Benetton Ford,1:12.737
9,17,Derek WarwickWAR,Arrows Megatron,1:12.843
10,2,Satoru NakajimaNAK,Lotus Honda,1:12.862
11,5,Nigel MansellMAN,Williams Judd,1:12.885
12,20,Thierry BoutsenBOU,Benetton Ford,1:12.960
13,18,Eddie  CheeverCHE,Arrows Megatron,1:12.984
14,22,Andrea de CesarisDEC,Rial Ford,1:13.438
15,6,Riccardo PatresePAT,Williams Judd,1:13.677
16,14,Philippe StreiffSTR,AGS Ford,1:14.260
17,3,Jonathan  PalmerPAL,Tyrrell Ford,1:14.451
18,24,Luis Perez-SalaPER,Minardi Ford,1:14.643
19,23,Pierluigi MartiniMAR,Minardi Ford,1:14.732
20,33,Stefano ModenaMOD,Euro Brun Ford,1:14.888
21,36,Alex CaffiCAF,Dallara Ford,1:14.924
22,30,Philippe AlliotALL,Lola Ford,1:14.992
23,29,Yannick DalmasDAL,Lola Ford,1:15.004
24,4,Julian BaileyBAI,Tyrrell Ford,1:15.135
25,25,Rene ArnouxARN,Ligier Judd,1:15.374
26,21,Nicola LariniLAR,Osella,1:15.527
