Pos,No,Driver,Car,Time
1,11,Alain ProstPRO,McLaren Honda,1:17.411
2,12,Ayrton SennaSEN,McLaren Honda,1:17.869
3,16,Ivan CapelliCAP,March Judd,1:18.812
4,28,Gerhard BergerBER,Ferrari,1:18.903
5,15,Mauricio GugelminGUG,March Judd,1:19.045
6,5,Nigel MansellMAN,Williams Judd,1:19.131
7,27,Michele AlboretoALB,Ferrari,1:19.372
8,1,Nelson PiquetPIQ,Lotus Honda,1:19.551
9,19,Alessandro NanniniNAN,Benetton Ford,1:19.572
10,17,Derek WarwickWAR,Arrows Megatron,1:19.603
11,6,Riccardo PatresePAT,Williams Judd,1:19.797
12,22,Andrea de CesarisDEC,Rial Ford,1:19.940
13,20,Thierry BoutsenBOU,Benetton Ford,1:20.314
14,23,Pierluigi MartiniMAR,Minardi Ford,1:20.741
15,29,Yannick DalmasDAL,Lola Ford,1:20.748
16,2,Satoru NakajimaNAK,Lotus Honda,1:20.783
17,36,Alex CaffiCAF,Dallara Ford,1:20.922
18,18,Eddie  CheeverCHE,Arrows Megatron,1:20.965
19,24,Luis Perez-SalaPER,Minardi Ford,1:21.094
20,30,Philippe AlliotALL,Lola Ford,1:21.096
21,14,Philippe StreiffSTR,AGS Ford,1:21.418
22,3,Jonathan  PalmerPAL,Tyrrell Ford,1:21.788
23,25,Rene ArnouxARN,Ligier Judd,1:21.790
24,26,Stefan JohanssonJOH,Ligier Judd,1:22.035
25,21,Nicola LariniLAR,Osella,1:22.119
26,31,Gabriele TarquiniTAR,Coloni Ford,1:22.170
