Pos,No,Driver,Car,Time
1,12,Ayrton SennaSEN,McLaren Honda,1:53.718
2,11,Alain ProstPRO,McLaren Honda,1:54.128
3,28,Gerhard BergerBER,Ferrari,1:54.581
4,27,Michele AlboretoALB,Ferrari,1:55.665
5,6,Riccardo PatresePAT,Williams Judd,1:57.138
6,20,Thierry BoutsenBOU,Benetton Ford,1:57.455
7,19,Alessandro NanniniNAN,Benetton Ford,1:57.535
8,2,Satoru NakajimaNAK,Lotus Honda,1:57.616
9,1,Nelson PiquetPIQ,Lotus Honda,1:57.821
10,17,Derek WarwickWAR,Arrows Megatron,1:57.925
11,18,Eddie  CheeverCHE,Arrows Megatron,1:57.980
12,5,Martin BrundleBRU,Williams Judd,1:58.206
13,15,Mauricio GugelminGUG,March Judd,1:58.361
14,16,Ivan CapelliCAP,March Judd,1:59.439
15,36,Alex CaffiCAF,Dallara Ford,1:59.776
16,30,Philippe AlliotALL,Lola Ford,1:59.906
17,25,Rene ArnouxARN,Ligier Judd,2:00.037
18,14,Philippe StreiffSTR,AGS Ford,2:00.410
19,22,Andrea de CesarisDEC,Rial Ford,2:00.521
20,26,Stefan JohanssonJOH,Ligier Judd,2:00.857
21,3,Jonathan  PalmerPAL,Tyrrell Ford,2:01.078
22,31,Gabriele TarquiniTAR,Coloni Ford,2:01.359
23,29,Yannick DalmasDAL,Lola Ford,2:01.467
24,9,Piercarlo GhinzaniGHI,Zakspeed,2:01.899
25,10,Bernd SchneiderSCH,Zakspeed,2:01.938
26,21,Nicola LariniLAR,Osella,2:02.029
