Pos,No,Driver,Car,Time
1,12,Ayrton SennaSEN,McLaren Honda,1:21.681
2,11,Alain ProstPRO,McLaren Honda,1:21.863
3,28,Gerhard BergerBER,Ferrari,1:22.719
4,27,Michele AlboretoALB,Ferrari,1:23.296
5,19,Alessandro NanniniNAN,Benetton Ford,1:23.968
6,1,Nelson PiquetPIQ,Lotus Honda,1:23.995
7,20,Thierry BoutsenBOU,Benetton Ford,1:24.115
8,18,Eddie  CheeverCHE,Arrows Megatron,1:24.679
9,5,Nigel MansellMAN,Williams Judd,1:24.844
10,14,Philippe StreiffSTR,AGS Ford,1:24.968
11,6,Riccardo PatresePAT,Williams Judd,1:24.971
12,22,Andrea de CesarisDEC,Rial Ford,1:24.988
13,2,Satoru NakajimaNAK,Lotus Honda,1:25.373
14,16,Ivan CapelliCAP,March Judd,1:25.609
15,33,Stefano ModenaMOD,Euro Brun Ford,1:25.713
16,17,Derek WarwickWAR,Arrows Megatron,1:25.740
17,30,Philippe AlliotALL,Lola Ford,1:25.765
18,15,Mauricio GugelminGUG,March Judd,1:25.910
19,3,Jonathan  PalmerPAL,Tyrrell Ford,1:26.092
20,25,Rene ArnouxARN,Ligier Judd,1:26.327
21,24,Luis Perez-SalaPER,Minardi Ford,1:26.437
22,9,Piercarlo GhinzaniGHI,Zakspeed,1:26.784
23,4,Julian BaileyBAI,Tyrrell Ford,1:27.139
24,32,Oscar LarrauriLAR,Euro Brun Ford,1:27.321
25,26,Stefan JohanssonJOH,Ligier Judd,1:27.637
26,31,Gabriele TarquiniTAR,Coloni Ford,1:27.665
