Pos,No,Driver,Car,Laps,Time/retired,Pts
1,6,Nico RosbergROS,Mercedes,53,1:32:41.997,25
2,44,Lewis HamiltonHAM,Mercedes,53,+25.022s,18
3,7,Kimi RäikkönenRAI,Ferrari,53,+31.998s,15
4,77,Valtteri BottasBOT,Williams Mercedes,53,+50.217s,12
5,19,Felipe MassaMAS,Williams Mercedes,53,+74.427s,10
6,14,Fernando AlonsoALO,McLaren Honda,52,+1 lap,8
7,20,Kevin MagnussenMAG,Renault,52,+1 lap,6
8,8,Romain GrosjeanGRO,Haas Ferrari,52,+1 lap,4
9,11,Sergio PerezPER,Force India Mercedes,52,+1 lap,2
10,22,Jenson ButtonBUT,McLaren Honda,52,+1 lap,1
11,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,52,+1 lap,0
12,55,Carlos SainzSAI,Toro Rosso Ferrari,52,+1 lap,0
13,30,Jolyon PalmerPAL,Renault,52,+1 lap,0
14,9,Marcus EricssonERI,Sauber Ferrari,52,+1 lap,0
15,26,Daniil KvyatKVY,Red Bull Racing TAG Heuer,52,+1 lap,0
16,12,Felipe NasrNAS,Sauber Ferrari,52,+1 lap,0
17,21,Esteban Gutierrez GUT,Haas Ferrari,52,+1 lap,0
18,94,Pascal WehrleinWEH,MRT Mercedes,51,+2 laps,0
NC,33,Max VerstappenVER,Toro Rosso Ferrari,33,DNF,0
NC,5,Sebastian VettelVET,Ferrari,0,DNF,0
NC,27,Nico HulkenbergHUL,Force India Mercedes,0,DNF,0
NC,88,Rio HaryantoHAR,MRT Mercedes,0,DNF,0
