Pos,No,Driver,Car,Laps,Time/retired,Pts
1,6,Nico RosbergROS,Mercedes,51,1:32:52.366,25
2,5,Sebastian VettelVET,Ferrari,51,+16.696s,18
3,11,Sergio PerezPER,Force India Mercedes,51,+25.241s,15
4,7,Kimi RäikkönenRAI,Ferrari,51,+33.102s,12
5,44,Lewis HamiltonHAM,Mercedes,51,+56.335s,10
6,77,Valtteri BottasBOT,Williams Mercedes,51,+60.886s,8
7,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,51,+69.229s,6
8,33,Max VerstappenVER,Red Bull Racing TAG Heuer,51,+70.696s,4
9,27,Nico HulkenbergHUL,Force India Mercedes,51,+77.708s,2
10,19,Felipe MassaMAS,Williams Mercedes,51,+85.375s,1
11,22,Jenson ButtonBUT,McLaren Honda,51,+104.817s,0
12,12,Felipe NasrNAS,Sauber Ferrari,50,+1 lap,0
13,8,Romain GrosjeanGRO,Haas Ferrari,50,+1 lap,0
14,20,Kevin MagnussenMAG,Renault,50,+1 lap,0
15,30,Jolyon PalmerPAL,Renault,50,+1 lap,0
16,21,Esteban Gutierrez GUT,Haas Ferrari,50,+1 lap,0
17,9,Marcus EricssonERI,Sauber Ferrari,50,+1 lap,0
18,88,Rio HaryantoHAR,MRT Mercedes,49,+2 laps,0
NC,14,Fernando AlonsoALO,McLaren Honda,42,DNF,0
NC,94,Pascal WehrleinWEH,MRT Mercedes,39,DNF,0
NC,55,Carlos SainzSAI,Toro Rosso Ferrari,31,DNF,0
NC,26,Daniil KvyatKVY,Toro Rosso Ferrari,6,DNF,0
