Pos,No,Driver,Car,Laps,Time/retired,Pts
1,44,Lewis HamiltonHAM,Mercedes,71,1:27:38.107,25
2,33,Max VerstappenVER,Red Bull Racing TAG Heuer,71,+5.719s,18
3,7,Kimi RäikkönenRAI,Ferrari,71,+6.024s,15
4,6,Nico RosbergROS,Mercedes,71,+26.710s,12
5,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,71,+30.981s,10
6,22,Jenson ButtonBUT,McLaren Honda,71,+37.706s,8
7,8,Romain GrosjeanGRO,Haas Ferrari,71,+44.668s,6
8,55,Carlos SainzSAI,Toro Rosso Ferrari,71,+47.400s,4
9,77,Valtteri BottasBOT,Williams Mercedes,70,+1 lap,2
10,94,Pascal WehrleinWEH,MRT Mercedes,70,+1 lap,1
11,21,Esteban Gutierrez GUT,Haas Ferrari,70,+1 lap,0
12,30,Jolyon PalmerPAL,Renault,70,+1 lap,0
13,12,Felipe NasrNAS,Sauber Ferrari,70,+1 lap,0
14,20,Kevin MagnussenMAG,Renault,70,+1 lap,0
15,9,Marcus EricssonERI,Sauber Ferrari,70,+1 lap,0
16,88,Rio HaryantoHAR,MRT Mercedes,70,+1 lap,0
17,11,Sergio PerezPER,Force India Mercedes,69,DNF,0
18,14,Fernando AlonsoALO,McLaren Honda,64,DNF,0
19,27,Nico HulkenbergHUL,Force India Mercedes,64,DNF,0
20,19,Felipe MassaMAS,Williams Mercedes,63,DNF,0
NC,5,Sebastian VettelVET,Ferrari,26,DNF,0
NC,26,Daniil KvyatKVY,Toro Rosso Ferrari,2,DNF,0
