Pos,No,Driver,Car,Laps,Time/retired,Pts
1,44,Lewis HamiltonHAM,Mercedes,52,1:34:55.831,25
2,33,Max VerstappenVER,Red Bull Racing TAG Heuer,52,+8.250s,18
3,6,Nico RosbergROS,Mercedes,52,+16.911s,15
4,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,52,+26.211s,12
5,7,Kimi RäikkönenRAI,Ferrari,52,+69.743s,10
6,11,Sergio PerezPER,Force India Mercedes,52,+76.941s,8
7,27,Nico HulkenbergHUL,Force India Mercedes,52,+77.712s,6
8,55,Carlos SainzSAI,Toro Rosso Ferrari,52,+85.858s,4
9,5,Sebastian VettelVET,Ferrari,52,+91.654s,2
10,26,Daniil KvyatKVY,Toro Rosso Ferrari,52,+92.600s,1
11,19,Felipe MassaMAS,Williams Mercedes,51,+1 lap,0
12,22,Jenson ButtonBUT,McLaren Honda,51,+1 lap,0
13,14,Fernando AlonsoALO,McLaren Honda,51,+1 lap,0
14,77,Valtteri BottasBOT,Williams Mercedes,51,+1 lap,0
15,12,Felipe NasrNAS,Sauber Ferrari,51,+1 lap,0
16,21,Esteban Gutierrez GUT,Haas Ferrari,51,+1 lap,0
17,20,Kevin MagnussenMAG,Renault,49,DNF,0
NC,30,Jolyon PalmerPAL,Renault,37,DNF,0
NC,88,Rio HaryantoHAR,MRT Mercedes,24,DNF,0
NC,8,Romain GrosjeanGRO,Haas Ferrari,17,DNF,0
NC,9,Marcus EricssonERI,Sauber Ferrari,11,DNF,0
NC,94,Pascal WehrleinWEH,MRT Mercedes,6,DNF,0
