Pos,No,Driver,Car,Laps,Time/retired,Pts
1,33,Max VerstappenVER,Red Bull Racing TAG Heuer,66,1:41:40.017,25
2,7,Kimi RäikkönenRAI,Ferrari,66,+0.616s,18
3,5,Sebastian VettelVET,Ferrari,66,+5.581s,15
4,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,66,+43.950s,12
5,77,Valtteri BottasBOT,Williams Mercedes,66,+45.271s,10
6,55,Carlos SainzSAI,Toro Rosso Ferrari,66,+61.395s,8
7,11,Sergio PerezPER,Force India Mercedes,66,+79.538s,6
8,19,Felipe MassaMAS,Williams Mercedes,66,+80.707s,4
9,22,Jenson ButtonBUT,McLaren Honda,65,+1 lap,2
10,26,Daniil KvyatKVY,Toro Rosso Ferrari,65,+1 lap,1
11,21,Esteban Gutierrez GUT,Haas Ferrari,65,+1 lap,0
12,9,Marcus EricssonERI,Sauber Ferrari,65,+1 lap,0
13,30,Jolyon PalmerPAL,Renault,65,+1 lap,0
14,12,Felipe NasrNAS,Sauber Ferrari,65,+1 lap,0
15,20,Kevin MagnussenMAG,Renault,65,+1 lap,0
16,94,Pascal WehrleinWEH,MRT Mercedes,65,+1 lap,0
17,88,Rio HaryantoHAR,MRT Mercedes,65,+1 lap,0
NC,8,Romain GrosjeanGRO,Haas Ferrari,56,DNF,0
NC,14,Fernando AlonsoALO,McLaren Honda,45,DNF,0
NC,27,Nico HulkenbergHUL,Force India Mercedes,20,DNF,0
NC,44,Lewis HamiltonHAM,Mercedes,0,DNF,0
NC,6,Nico RosbergROS,Mercedes,0,DNF,0
