Pos,No,Driver,Car,Laps,Time/retired,Pts
1,44,Lewis HamiltonHAM,Mercedes,55,1:38:04.013,25
2,6,Nico RosbergROS,Mercedes,55,+0.439s,18
3,5,Sebastian VettelVET,Ferrari,55,+0.843s,15
4,33,Max VerstappenVER,Red Bull Racing TAG Heuer,55,+1.685s,12
5,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,55,+5.315s,10
6,7,Kimi RäikkönenRAI,Ferrari,55,+18.816s,8
7,27,Nico HulkenbergHUL,Force India Mercedes,55,+50.114s,6
8,11,Sergio PerezPER,Force India Mercedes,55,+58.776s,4
9,19,Felipe MassaMAS,Williams Mercedes,55,+59.436s,2
10,14,Fernando AlonsoALO,McLaren Honda,55,+59.896s,1
11,8,Romain GrosjeanGRO,Haas Ferrari,55,+76.777s,0
12,21,Esteban Gutierrez GUT,Haas Ferrari,55,+95.113s,0
13,31,Esteban OconOCO,MRT Mercedes,54,+1 lap,0
14,94,Pascal WehrleinWEH,MRT Mercedes,54,+1 lap,0
15,9,Marcus EricssonERI,Sauber Ferrari,54,+1 lap,0
16,12,Felipe NasrNAS,Sauber Ferrari,54,+1 lap,0
17,30,Jolyon PalmerPAL,Renault,54,+1 lap,0
NC,55,Carlos SainzSAI,Toro Rosso Ferrari,41,DNF,0
NC,26,Daniil KvyatKVY,Toro Rosso Ferrari,14,DNF,0
NC,22,Jenson ButtonBUT,McLaren Honda,12,DNF,0
NC,77,Valtteri BottasBOT,Williams Mercedes,6,DNF,0
NC,20,Kevin MagnussenMAG,Renault,5,DNF,0
