Pos,No,Driver,Car,Laps,Time/retired,Pts
1,6,Nico RosbergROS,Mercedes,53,1:26:43.333,25
2,33,Max VerstappenVER,Red Bull Racing TAG Heuer,53,+4.978s,18
3,44,Lewis HamiltonHAM,Mercedes,53,+5.776s,15
4,5,Sebastian VettelVET,Ferrari,53,+20.269s,12
5,7,Kimi RäikkönenRAI,Ferrari,53,+28.370s,10
6,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,53,+33.941s,8
7,11,Sergio PerezPER,Force India Mercedes,53,+57.495s,6
8,27,Nico HulkenbergHUL,Force India Mercedes,53,+59.177s,4
9,19,Felipe MassaMAS,Williams Mercedes,53,+97.763s,2
10,77,Valtteri BottasBOT,Williams Mercedes,53,+98.323s,1
11,8,Romain GrosjeanGRO,Haas Ferrari,53,+99.254s,0
12,30,Jolyon PalmerPAL,Renault,52,+1 lap,0
13,26,Daniil KvyatKVY,Toro Rosso Ferrari,52,+1 lap,0
14,20,Kevin MagnussenMAG,Renault,52,+1 lap,0
15,9,Marcus EricssonERI,Sauber Ferrari,52,+1 lap,0
16,14,Fernando AlonsoALO,McLaren Honda,52,+1 lap,0
17,55,Carlos SainzSAI,Toro Rosso Ferrari,52,+1 lap,0
18,22,Jenson ButtonBUT,McLaren Honda,52,+1 lap,0
19,12,Felipe NasrNAS,Sauber Ferrari,52,+1 lap,0
20,21,Esteban Gutierrez GUT,Haas Ferrari,52,+1 lap,0
21,31,Esteban OconOCO,MRT Mercedes,52,+1 lap,0
22,94,Pascal WehrleinWEH,MRT Mercedes,52,+1 lap,0
