Pos,No,Driver,Car,Laps,Time/retired,Pts
1,6,Nico RosbergROS,Mercedes,56,1:38:53.891,25
2,5,Sebastian VettelVET,Ferrari,56,+37.776s,18
3,26,Daniil KvyatKVY,Red Bull Racing TAG Heuer,56,+45.936s,15
4,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,56,+52.688s,12
5,7,Kimi RäikkönenRAI,Ferrari,56,+65.872s,10
6,19,Felipe MassaMAS,Williams Mercedes,56,+75.511s,8
7,44,Lewis HamiltonHAM,Mercedes,56,+78.230s,6
8,33,Max VerstappenVER,Toro Rosso Ferrari,56,+79.268s,4
9,55,Carlos SainzSAI,Toro Rosso Ferrari,56,+84.127s,2
10,77,Valtteri BottasBOT,Williams Mercedes,56,+86.192s,1
11,11,Sergio PerezPER,Force India Mercedes,56,+94.283s,0
12,14,Fernando AlonsoALO,McLaren Honda,56,+97.253s,0
13,22,Jenson ButtonBUT,McLaren Honda,56,+101.990s,0
14,21,Esteban Gutierrez GUT,Haas Ferrari,55,+1 lap,0
15,27,Nico HulkenbergHUL,Force India Mercedes,55,+1 lap,0
16,9,Marcus EricssonERI,Sauber Ferrari,55,+1 lap,0
17,20,Kevin MagnussenMAG,Renault,55,+1 lap,0
18,94,Pascal WehrleinWEH,MRT Mercedes,55,+1 lap,0
19,8,Romain GrosjeanGRO,Haas Ferrari,55,+1 lap,0
20,12,Felipe NasrNAS,Sauber Ferrari,55,+1 lap,0
21,88,Rio HaryantoHAR,MRT Mercedes,55,+1 lap,0
22,30,Jolyon PalmerPAL,Renault,55,+1 lap,0
