Pos,No,Driver,Car,Laps,Time/retired,Pts
1,44,Lewis HamiltonHAM,Mercedes,71,3:01:01.335,25
2,6,Nico RosbergROS,Mercedes,71,+11.455s,18
3,33,Max VerstappenVER,Red Bull Racing TAG Heuer,71,+21.481s,15
4,11,Sergio PerezPER,Force India Mercedes,71,+25.346s,12
5,5,Sebastian VettelVET,Ferrari,71,+26.334s,10
6,55,Carlos SainzSAI,Toro Rosso Ferrari,71,+29.160s,8
7,27,Nico HulkenbergHUL,Force India Mercedes,71,+29.827s,6
8,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,71,+30.486s,4
9,12,Felipe NasrNAS,Sauber Ferrari,71,+42.620s,2
10,14,Fernando AlonsoALO,McLaren Honda,71,+44.432s,1
11,77,Valtteri BottasBOT,Williams Mercedes,71,+45.292s,0
12,31,Esteban OconOCO,MRT Mercedes,71,+45.809s,0
13,26,Daniil KvyatKVY,Toro Rosso Ferrari,71,+51.192s,0
14,20,Kevin MagnussenMAG,Renault,71,+51.555s,0
15,94,Pascal WehrleinWEH,MRT Mercedes,71,+60.498s,0
16,22,Jenson ButtonBUT,McLaren Honda,71,+81.994s,0
NC,21,Esteban Gutierrez GUT,Haas Ferrari,60,DNF,0
NC,19,Felipe MassaMAS,Williams Mercedes,46,DNF,0
NC,30,Jolyon PalmerPAL,Renault,20,DNF,0
NC,7,Kimi RäikkönenRAI,Ferrari,19,DNF,0
NC,9,Marcus EricssonERI,Sauber Ferrari,11,DNF,0
NC,8,Romain GrosjeanGRO,Haas Ferrari,0,DNS,0
