Pos,No,Driver,Car,Laps,Time/retired,Pts
1,6,Nico RosbergROS,Mercedes,53,1:17:28.089,25
2,44,Lewis HamiltonHAM,Mercedes,53,+15.070s,18
3,5,Sebastian VettelVET,Ferrari,53,+20.990s,15
4,7,Kimi RäikkönenRAI,Ferrari,53,+27.561s,12
5,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,53,+45.295s,10
6,77,Valtteri BottasBOT,Williams Mercedes,53,+51.015s,8
7,33,Max VerstappenVER,Red Bull Racing TAG Heuer,53,+54.236s,6
8,11,Sergio PerezPER,Force India Mercedes,53,+64.954s,4
9,19,Felipe MassaMAS,Williams Mercedes,53,+65.617s,2
10,27,Nico HulkenbergHUL,Force India Mercedes,53,+78.656s,1
11,8,Romain GrosjeanGRO,Haas Ferrari,52,+1 lap,0
12,22,Jenson ButtonBUT,McLaren Honda,52,+1 lap,0
13,21,Esteban Gutierrez GUT,Haas Ferrari,52,+1 lap,0
14,14,Fernando AlonsoALO,McLaren Honda,52,+1 lap,0
15,55,Carlos SainzSAI,Toro Rosso Ferrari,52,+1 lap,0
16,9,Marcus EricssonERI,Sauber Ferrari,52,+1 lap,0
17,20,Kevin MagnussenMAG,Renault,52,+1 lap,0
18,31,Esteban OconOCO,MRT Mercedes,51,+2 laps,0
NC,26,Daniil KvyatKVY,Toro Rosso Ferrari,36,DNF,0
NC,94,Pascal WehrleinWEH,MRT Mercedes,26,DNF,0
NC,30,Jolyon PalmerPAL,Renault,7,DNF,0
NC,12,Felipe NasrNAS,Sauber Ferrari,6,DNF,0
