Pos,No,Driver,Car,Laps,Time/retired,Pts
1,44,Lewis HamiltonHAM,Mercedes,71,1:40:31.402,25
2,6,Nico RosbergROS,Mercedes,71,+8.354s,18
3,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,71,+20.858s,15
4,33,Max VerstappenVER,Red Bull Racing TAG Heuer,71,+21.323s,12
5,5,Sebastian VettelVET,Ferrari,71,+27.313s,10
6,7,Kimi RäikkönenRAI,Ferrari,71,+49.376s,8
7,27,Nico HulkenbergHUL,Force India Mercedes,71,+58.891s,6
8,77,Valtteri BottasBOT,Williams Mercedes,71,+65.612s,4
9,19,Felipe MassaMAS,Williams Mercedes,71,+76.206s,2
10,11,Sergio PerezPER,Force India Mercedes,71,+76.798s,1
11,9,Marcus EricssonERI,Sauber Ferrari,70,+1 lap,0
12,22,Jenson ButtonBUT,McLaren Honda,70,+1 lap,0
13,14,Fernando AlonsoALO,McLaren Honda,70,+1 lap,0
14,30,Jolyon PalmerPAL,Renault,70,+1 lap,0
15,12,Felipe NasrNAS,Sauber Ferrari,70,+1 lap,0
16,55,Carlos SainzSAI,Toro Rosso Ferrari,70,+1 lap,0
17,20,Kevin MagnussenMAG,Renault,70,+1 lap,0
18,26,Daniil KvyatKVY,Toro Rosso Ferrari,70,+1 lap,0
19,21,Esteban Gutierrez GUT,Haas Ferrari,70,+1 lap,0
20,8,Romain GrosjeanGRO,Haas Ferrari,70,+1 lap,0
21,31,Esteban OconOCO,MRT Mercedes,69,+2 laps,0
NC,94,Pascal WehrleinWEH,MRT Mercedes,0,DNF,0
