Pos,No,Driver,Car,Laps,Time/retired,Pts
1,6,Nico RosbergROS,Mercedes,61,1:55:48.950,25
2,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,61,+0.488s,18
3,44,Lewis HamiltonHAM,Mercedes,61,+8.038s,15
4,7,Kimi RäikkönenRAI,Ferrari,61,+10.219s,12
5,5,Sebastian VettelVET,Ferrari,61,+27.694s,10
6,33,Max VerstappenVER,Red Bull Racing TAG Heuer,61,+71.197s,8
7,14,Fernando AlonsoALO,McLaren Honda,61,+89.198s,6
8,11,Sergio PerezPER,Force India Mercedes,61,+111.062s,4
9,26,Daniil KvyatKVY,Toro Rosso Ferrari,61,+111.557s,2
10,20,Kevin MagnussenMAG,Renault,61,+119.952s,1
11,21,Esteban Gutierrez GUT,Haas Ferrari,60,+1 lap,0
12,19,Felipe MassaMAS,Williams Mercedes,60,+1 lap,0
13,12,Felipe NasrNAS,Sauber Ferrari,60,+1 lap,0
14,55,Carlos SainzSAI,Toro Rosso Ferrari,60,+1 lap,0
15,30,Jolyon PalmerPAL,Renault,60,+1 lap,0
16,94,Pascal WehrleinWEH,MRT Mercedes,60,+1 lap,0
17,9,Marcus EricssonERI,Sauber Ferrari,60,+1 lap,0
18,31,Esteban OconOCO,MRT Mercedes,59,+2 laps,0
NC,22,Jenson ButtonBUT,McLaren Honda,43,DNF,0
NC,77,Valtteri BottasBOT,Williams Mercedes,35,DNF,0
NC,27,Nico HulkenbergHUL,Force India Mercedes,0,DNF,0
NC,8,Romain GrosjeanGRO,Haas Ferrari,0,DNS,0
