Pos,No,Driver,Car,Laps,Time/retired,Pts
1,6,Nico RosbergROS,Mercedes,57,1:48:15.565,25
2,44,Lewis HamiltonHAM,Mercedes,57,+8.060s,18
3,5,Sebastian VettelVET,Ferrari,57,+9.643s,15
4,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,57,+24.330s,12
5,19,Felipe MassaMAS,Williams Mercedes,57,+58.979s,10
6,8,Romain GrosjeanGRO,Haas Ferrari,57,+72.081s,8
7,27,Nico HulkenbergHUL,Force India Mercedes,57,+74.199s,6
8,77,Valtteri BottasBOT,Williams Mercedes,57,+75.153s,4
9,55,Carlos SainzSAI,Toro Rosso Ferrari,57,+75.680s,2
10,33,Max VerstappenVER,Toro Rosso Ferrari,57,+76.833s,1
11,30,Jolyon PalmerPAL,Renault,57,+83.399s,0
12,20,Kevin MagnussenMAG,Renault,57,+85.606s,0
13,11,Sergio PerezPER,Force India Mercedes,57,+91.699s,0
14,22,Jenson ButtonBUT,McLaren Honda,56,+1 lap,0
15,12,Felipe NasrNAS,Sauber Ferrari,56,+1 lap,0
16,94,Pascal WehrleinWEH,MRT Mercedes,56,+1 lap,0
NC,9,Marcus EricssonERI,Sauber Ferrari,38,DNF,0
NC,7,Kimi RäikkönenRAI,Ferrari,21,DNF,0
NC,88,Rio HaryantoHAR,MRT Mercedes,17,DNF,0
NC,21,Esteban Gutierrez GUT,Haas Ferrari,16,DNF,0
NC,14,Fernando AlonsoALO,McLaren Honda,16,DNF,0
NC,26,Daniil KvyatKVY,Red Bull Racing TAG Heuer,0,DNS,0
