Pos,No,Driver,Car,Laps,Time/retired,Pts
1,44,Lewis HamiltonHAM,Mercedes,56,1:38:12.618,25
2,6,Nico RosbergROS,Mercedes,56,+4.520s,18
3,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,56,+19.692s,15
4,5,Sebastian VettelVET,Ferrari,56,+43.134s,12
5,14,Fernando AlonsoALO,McLaren Honda,56,+93.953s,10
6,55,Carlos SainzSAI,Toro Rosso Ferrari,56,+96.124s,8
7,19,Felipe MassaMAS,Williams Mercedes,55,+1 lap,6
8,11,Sergio PerezPER,Force India Mercedes,55,+1 lap,4
9,22,Jenson ButtonBUT,McLaren Honda,55,+1 lap,2
10,8,Romain GrosjeanGRO,Haas Ferrari,55,+1 lap,1
11,26,Daniil KvyatKVY,Toro Rosso Ferrari,55,+1 lap,0
12,20,Kevin MagnussenMAG,Renault,55,+1 lap,0
13,30,Jolyon PalmerPAL,Renault,55,+1 lap,0
14,9,Marcus EricssonERI,Sauber Ferrari,55,+1 lap,0
15,12,Felipe NasrNAS,Sauber Ferrari,55,+1 lap,0
16,77,Valtteri BottasBOT,Williams Mercedes,55,+1 lap,0
17,94,Pascal WehrleinWEH,MRT Mercedes,55,+1 lap,0
18,31,Esteban OconOCO,MRT Mercedes,54,+2 laps,0
NC,7,Kimi RäikkönenRAI,Ferrari,38,DNF,0
NC,33,Max VerstappenVER,Red Bull Racing TAG Heuer,28,DNF,0
NC,21,Esteban Gutierrez GUT,Haas Ferrari,16,DNF,0
NC,27,Nico HulkenbergHUL,Force India Mercedes,1,DNF,0
