Pos,No,Driver,Car,Laps,Time/retired,Pts
1,44,Lewis HamiltonHAM,Mercedes,70,1:40:30.115,25
2,6,Nico RosbergROS,Mercedes,70,+1.977s,18
3,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,70,+27.539s,15
4,5,Sebastian VettelVET,Ferrari,70,+28.213s,12
5,33,Max VerstappenVER,Red Bull Racing TAG Heuer,70,+48.659s,10
6,7,Kimi RäikkönenRAI,Ferrari,70,+49.044s,8
7,14,Fernando AlonsoALO,McLaren Honda,69,+1 lap,6
8,55,Carlos SainzSAI,Toro Rosso Ferrari,69,+1 lap,4
9,77,Valtteri BottasBOT,Williams Mercedes,69,+1 lap,2
10,27,Nico HulkenbergHUL,Force India Mercedes,69,+1 lap,1
11,11,Sergio PerezPER,Force India Mercedes,69,+1 lap,0
12,30,Jolyon PalmerPAL,Renault,69,+1 lap,0
13,21,Esteban Gutierrez GUT,Haas Ferrari,69,+1 lap,0
14,8,Romain GrosjeanGRO,Haas Ferrari,69,+1 lap,0
15,20,Kevin MagnussenMAG,Renault,69,+1 lap,0
16,26,Daniil KvyatKVY,Toro Rosso Ferrari,69,+1 lap,0
17,12,Felipe NasrNAS,Sauber Ferrari,69,+1 lap,0
18,19,Felipe MassaMAS,Williams Mercedes,68,+2 laps,0
19,94,Pascal WehrleinWEH,MRT Mercedes,68,+2 laps,0
20,9,Marcus EricssonERI,Sauber Ferrari,68,+2 laps,0
21,88,Rio HaryantoHAR,MRT Mercedes,68,+2 laps,0
NC,22,Jenson ButtonBUT,McLaren Honda,60,DNF,0
