Stops,No,Driver,Car,Lap,Time of day,Time,Total
1,25,Eric BernardBER,Ligier Renault,8,14:10:57,33.230,33.230
1,7,Mika HakkinenHAK,McLaren Peugeot,16,14:21:51,32.864,32.864
1,2,David CoulthardCOU,Williams Renault,17,14:23:36,1:27.166,1:27.166
1,28,Gerhard BergerBER,Ferrari,17,14:23:52,32.588,32.588
1,8,Martin BrundleBRU,McLaren Peugeot,18,14:25:07,38.584,38.584
1,20,Erik ComasCOM,Larrousse Ford,18,14:25:10,38.183,38.183
1,6,Jyrki JarvilehtoJAR,Benetton Ford,19,14:26:34,33.778,33.778
1,15,Eddie IrvineIRV,Jordan Hart,19,14:26:36,37.599,37.599
1,27,Jean AlesiALE,Ferrari,20,14:28:02,35.390,35.390
1,4,Mark BlundellBLU,Tyrrell Yamaha,20,14:28:06,35.950,35.950
1,23,Pierluigi MartiniMAR,Minardi Ford,20,14:28:38,34.701,34.701
1,26,Olivier PanisPAN,Ligier Renault,20,14:28:53,34.216,34.216
1,5,Michael SchumacherMSC,Benetton Ford,22,14:30:17,37.571,37.571
1,12,Johnny HerbertHER,Lotus Mugen Honda,21,14:30:18,37.228,37.228
1,14,Rubens BarrichelloBAR,Jordan Hart,22,14:31:04,51.350,51.350
1,31,David BrabhamBRA,Simtek Ford,22,14:32:39,40.093,40.093
2,25,Eric BernardBER,Ligier Renault,23,14:34:15,33.740,1:06.970
1,11,Alessandro ZanardiZAN,Lotus Mugen Honda,24,14:35:08,33.723,33.723
2,7,Mika HakkinenHAK,McLaren Peugeot,31,14:44:05,33.028,1:05.892
1,34,Bertrand GachotGAC,Pacific Ilmor,30,14:45:20,45.196,45.196
2,4,Mark BlundellBLU,Tyrrell Yamaha,37,14:53:46,33.927,1:09.877
2,31,David BrabhamBRA,Simtek Ford,36,14:54:58,42.625,1:22.718
2,27,Jean AlesiALE,Ferrari,39,14:56:44,36.185,1:11.575
2,6,Jyrki JarvilehtoJAR,Benetton Ford,41,14:59:11,42.301,1:16.079
2,8,Martin BrundleBRU,McLaren Peugeot,41,14:59:26,36.647,1:15.231
1,0,Damon HillHIL,Williams Renault,42,15:00:20,32.748,32.748
2,26,Olivier PanisPAN,Ligier Renault,41,15:01:05,34.405,1:08.621
2,15,Eddie IrvineIRV,Jordan Hart,42,15:01:06,37.731,1:15.330
2,23,Pierluigi MartiniMAR,Minardi Ford,42,15:02:06,34.862,1:09.563
2,12,Johnny HerbertHER,Lotus Mugen Honda,42,15:02:25,32.096,1:09.324
3,25,Eric BernardBER,Ligier Renault,43,15:05:03,32.800,1:39.770
2,5,Michael SchumacherMSC,Benetton Ford,46,15:06:23,30.614,1:08.185
3,7,Mika HakkinenHAK,McLaren Peugeot,46,15:06:27,33.668,1:39.560
2,11,Alessandro ZanardiZAN,Lotus Mugen Honda,45,15:08:20,35.266,1:08.989
3,15,Eddie IrvineIRV,Jordan Hart,49,15:12:23,1:02.740,2:18.070
3,6,Jyrki JarvilehtoJAR,Benetton Ford,53,15:17:31,37.067,1:53.146
