Stops,No,Driver,Car,Lap,Time of day,Time,Total
1,2,David CoulthardCOU,Williams Renault,1,14:01:59,1:35.916,1:35.916
1,0,Damon HillHIL,Williams Renault,1,14:02:05,3:12.227,3:12.227
1,5,Michael SchumacherMSC,Benetton Ford,12,14:21:49,30.019,30.019
1,8,Martin BrundleBRU,McLaren Peugeot,12,14:22:14,28.948,28.948
1,10,Gianni MorbidelliMOR,Footwork Ford,14,14:26:01,33.080,33.080
2,2,David CoulthardCOU,Williams Renault,16,14:30:42,2:09.563,3:45.479
1,19,Olivier BerettaBER,Larrousse Ford,19,14:35:30,34.628,34.628
1,20,Erik ComasCOM,Larrousse Ford,21,14:39:08,37.739,37.739
1,31,David BrabhamBRA,Simtek Ford,21,14:39:50,43.953,43.953
1,26,Olivier PanisPAN,Ligier Renault,22,14:40:29,30.921,30.921
1,9,Christian FittipaldiFIT,Footwork Ford,22,14:40:46,32.285,32.285
1,32,Jean-Marc GounonGOU,Simtek Ford,22,14:41:49,1:00.392,1:00.392
1,25,Eric BernardBER,Ligier Renault,23,14:42:26,31.625,31.625
2,0,Damon HillHIL,Williams Renault,22,14:42:45,31.181,3:43.408
2,10,Gianni MorbidelliMOR,Footwork Ford,29,14:54:09,29.366,1:02.446
