Pos,No,Driver,Car,Lap,Time
1,2,Nigel MansellMAN,Ferrari,64,1:08.012
2,12,Martin DonnellyDON,Lotus Lamborghini,69,1:08.023
3,1,Alain ProstPRO,Ferrari,72,1:08.212
4,19,Alessandro NanniniNAN,Benetton Ford,66,1:08.214
5,16,Ivan CapelliCAP,Leyton House Judd,62,1:08.373
6,27,Ayrton SennaSEN,McLaren Honda,59,1:08.573
7,11,Derek WarwickWAR,Lotus Lamborghini,77,1:08.882
8,3,Satoru NakajimaNAK,Tyrrell Ford,60,1:08.916
9,6,Riccardo PatresePAT,Williams Renault,51,1:08.922
10,15,Mauricio GugelminGUG,Leyton House Judd,47,1:08.983
11,20,Nelson PiquetPIQ,Benetton Ford,70,1:09.135
12,28,Gerhard BergerBER,McLaren Honda,73,1:09.206
13,9,Michele AlboretoALB,Arrows Ford,67,1:09.314
14,22,Andrea de CesarisDEC,Dallara Ford,53,1:09.583
15,30,Aguri SuzukiSUZ,Lola Lamborghini,59,1:09.720
16,26,Philippe AlliotALL,Ligier Ford,41,1:09.752
17,18,Yannick DalmasDAL,AGS Ford,63,1:09.877
18,29,Eric BernardBER,Lola Lamborghini,31,1:09.895
19,8,Stefano ModenaMOD,Brabham Judd,77,1:09.934
20,4,Jean AlesiALE,Tyrrell Ford,22,1:10.265
21,25,Nicola LariniLAR,Ligier Ford,74,1:10.374
22,5,Thierry BoutsenBOU,Williams Renault,7,1:10.837
23,7,David BrabhamBRA,Brabham Judd,57,1:11.110
24,10,Alex CaffiCAF,Arrows Ford,16,1:11.242
25,23,Pierluigi MartiniMAR,Minardi Ford,36,1:11.406
26,21,Emanuele PirroPIR,Dallara Ford,4,1:12.275
