Pos,No,Driver,Car,Lap,Time
1,6,Riccardo PatresePAT,Williams Renault,53,1:24.513
2,20,Nelson PiquetPIQ,Benetton Ford,44,1:25.095
3,1,Alain ProstPRO,Ferrari,53,1:25.177
4,25,Nicola LariniLAR,Ligier Ford,62,1:26.104
5,28,Gerhard BergerBER,McLaren Honda,49,1:26.250
6,11,Derek WarwickWAR,Lotus Lamborghini,59,1:26.252
7,19,Alessandro NanniniNAN,Benetton Ford,48,1:26.599
8,15,Mauricio GugelminGUG,Leyton House Judd,37,1:26.773
9,2,Nigel MansellMAN,Ferrari,23,1:26.957
10,30,Aguri SuzukiSUZ,Lola Lamborghini,36,1:27.158
11,5,Thierry BoutsenBOU,Williams Renault,41,1:27.206
12,27,Ayrton SennaSEN,McLaren Honda,28,1:27.430
13,18,Yannick DalmasDAL,AGS Ford,45,1:27.710
14,23,Pierluigi MartiniMAR,Minardi Ford,26,1:28.314
15,16,Ivan CapelliCAP,Leyton House Judd,30,1:28.436
16,22,Andrea de CesarisDEC,Dallara Ford,29,1:28.471
17,9,Michele AlboretoALB,Arrows Ford,65,1:28.712
18,29,Eric BernardBER,Lola Lamborghini,8,1:29.296
19,26,Philippe AlliotALL,Ligier Ford,6,1:29.329
20,14,Olivier GrouillardGRO,Osella Ford,30,1:29.692
21,3,Satoru NakajimaNAK,Tyrrell Ford,5,1:30.347
22,17,Gabriele TarquiniTAR,AGS Ford,4,1:31.062
23,8,Stefano ModenaMOD,Brabham Judd,4,1:31.467
