Pos,No,Driver,Car,Lap,Time,Avg speed
1,14,Mark WebberWEB,RBR Renault,65,1:21.931,192.498
2,4,Kimi RäikkönenRAI,Ferrari,70,1:22.434,191.323
3,16,Nico RosbergROS,Williams Toyota,65,1:22.468,191.245
4,1,Lewis HamiltonHAM,McLaren Mercedes,16,1:22.479,191.219
5,10,Timo GlockGLO,Toyota,63,1:22.506,191.157
6,22,Jenson ButtonBUT,Brawn Mercedes,57,1:22.706,190.694
7,12,Sebastien BuemiBUE,STR Ferrari,69,1:22.955,190.122
8,2,Heikki KovalainenKOV,McLaren Mercedes,63,1:22.958,190.115
9,23,Rubens BarrichelloBAR,Brawn Mercedes,55,1:23.024,189.964
10,21,Giancarlo FisichellaFIS,Force India Mercedes,40,1:23.174,189.621
11,17,Kazuki NakajimaNAK,Williams Toyota,55,1:23.180,189.608
12,5,Robert KubicaKUB,Sauber BMW,65,1:23.224,189.507
13,9,Jarno TrulliTRU,Toyota,65,1:23.261,189.423
14,6,Nick HeidfeldHEI,Sauber BMW,65,1:23.282,189.375
15,8,Nelson PiquetPIQ,Renault,65,1:23.418,189.067
16,11,Jaime AlguersuariALG,STR Ferrari,69,1:23.444,189.008
17,15,Sebastian VettelVET,RBR Renault,18,1:23.457,188.978
18,7,Fernando AlonsoALO,Renault,4,1:23.529,188.815
