Pos,No,Driver,Car,Lap,Time
1,1,Alain ProstPRO,McLaren TAG,26,1:57.153
2,2,Stefan JohanssonJOH,McLaren TAG,33,1:59.015
3,6,Nelson PiquetPIQ,Williams Honda,8,1:59.572
4,5,Nigel MansellMAN,Williams Honda,12,1:59.651
5,19,Teo FabiFAB,Benetton Ford,8,1:59.927
6,27,Michele AlboretoALB,Ferrari,7,2:00.017
7,8,Andrea de CesarisDEC,Brabham BMW,33,2:00.154
8,20,Thierry BoutsenBOU,Benetton Ford,4,2:01.020
9,11,Satoru NakajimaNAK,Lotus Honda,34,2:02.706
10,18,Eddie  CheeverCHE,Arrows Megatron,29,2:03.091
11,17,Derek WarwickWAR,Arrows Megatron,6,2:03.843
12,9,Martin BrundleBRU,Zakspeed,16,2:04.227
13,25,Rene ArnouxARN,Ligier Megatron,15,2:04.471
14,26,Piercarlo GhinzaniGHI,Ligier Megatron,13,2:04.691
15,7,Riccardo PatresePAT,Brabham BMW,2,2:05.206
16,10,Christian DannerDAN,Zakspeed,8,2:05.247
17,30,Philippe AlliotALL,Lola Ford,16,2:05.456
18,21,Alex CaffiCAF,Osella Alfa Romeo,6,2:05.825
19,16,Ivan CapelliCAP,March Ford,13,2:06.011
20,28,Gerhard BergerBER,Ferrari,2,2:09.474
21,4,Philippe StreiffSTR,Tyrrell Ford,19,2:09.872
22,14,Pascal FabreFAB,AGS Ford,15,2:09.977
23,24,Alessandro NanniniNAN,Minardi Motori Moderni,1,2:17.571
