Pos,No,Driver,Car,Lap,Time,Avg speed
1,1,Sebastian VettelVET,Red Bull Racing Renault,53,1:41.852,191.536
2,5,Fernando AlonsoALO,Ferrari,49,1:42.308,190.683
3,4,Jenson ButtonBUT,McLaren Mercedes,57,1:42.340,190.623
4,2,Mark WebberWEB,Red Bull Racing Renault,39,1:42.534,190.262
5,6,Felipe MassaMAS,Ferrari,53,1:42.705,189.945
6,3,Lewis HamiltonHAM,McLaren Mercedes,47,1:42.947,189.499
7,12,Pastor MaldonadoMAL,Williams Cosworth,47,1:43.134,189.155
8,10,Vitaly PetrovPET,Renault,41,1:43.151,189.124
9,16,Kamui KobayashiKOB,Sauber Ferrari,42,1:43.517,188.456
10,14,Adrian SutilSUT,Force India Mercedes,53,1:43.526,188.439
11,19,Jaime AlguersuariALG,STR Ferrari,53,1:43.579,188.343
12,8,Nico RosbergROS,Mercedes,53,1:43.649,188.215
13,15,Paul di RestaDIR,Force India Mercedes,54,1:43.851,187.849
14,9,Nick HeidfeldHEI,Renault,51,1:43.901,187.759
15,17,Sergio PerezPER,Sauber Ferrari,41,1:43.949,187.672
16,18,Sebastien BuemiBUE,STR Ferrari,47,1:44.103,187.395
17,11,Rubens BarrichelloBAR,Williams Cosworth,55,1:44.131,187.344
18,7,Michael SchumacherMSC,Mercedes,50,1:44.578,186.544
19,20,Heikki KovalainenKOV,Lotus Renault,44,1:45.055,185.697
20,21,Jarno TrulliTRU,Lotus Renault,28,1:46.208,183.681
21,24,Timo GlockGLO,Virgin Cosworth,49,1:46.628,182.957
22,25,Jerome d'AmbrosioDAM,Virgin Cosworth,51,1:47.164,182.042
23,23,Vitantonio LiuzziLIU,HRT Cosworth,37,1:47.418,181.612
24,22,Narain KarthikeyanKAR,HRT Cosworth,32,1:47.708,181.123
