Pos,No,Driver,Car,Lap,Time,Avg speed
1,2,Mark WebberWEB,Red Bull Racing Renault,46,1:40.571,198.415
2,5,Fernando AlonsoALO,Ferrari,49,1:40.717,198.127
3,10,Vitaly PetrovPET,Renault,49,1:41.054,197.466
4,4,Jenson ButtonBUT,McLaren Mercedes,50,1:41.264,197.057
5,3,Lewis HamiltonHAM,McLaren Mercedes,54,1:41.512,196.575
6,1,Sebastian VettelVET,Red Bull Racing Renault,33,1:41.539,196.523
7,9,Nick HeidfeldHEI,Renault,47,1:41.547,196.508
8,8,Nico RosbergROS,Mercedes,45,1:41.778,196.062
9,6,Felipe MassaMAS,Ferrari,41,1:41.999,195.637
10,16,Kamui KobayashiKOB,Sauber Ferrari,39,1:42.095,195.453
11,7,Michael SchumacherMSC,Mercedes,45,1:42.491,194.698
12,18,Sebastien BuemiBUE,STR Ferrari,36,1:42.659,194.379
13,15,Paul di RestaDIR,Force India Mercedes,48,1:42.883,193.956
14,14,Adrian SutilSUT,Force India Mercedes,34,1:42.973,193.786
15,17,Sergio PerezPER,Sauber Ferrari,19,1:43.298,193.177
16,20,Heikki KovalainenKOV,Lotus Renault,43,1:43.677,192.470
17,19,Jaime AlguersuariALG,STR Ferrari,37,1:43.744,192.346
18,21,Jarno TrulliTRU,Lotus Renault,23,1:45.280,189.540
19,25,Jerome d'AmbrosioDAM,Virgin Cosworth,41,1:45.346,189.421
20,24,Timo GlockGLO,Virgin Cosworth,50,1:45.357,189.401
21,11,Rubens BarrichelloBAR,Williams Cosworth,10,1:45.516,189.116
22,12,Pastor MaldonadoMAL,Williams Cosworth,5,1:45.689,188.806
23,23,Vitantonio LiuzziLIU,HRT Cosworth,42,1:46.521,187.332
24,22,Narain KarthikeyanKAR,HRT Cosworth,5,1:49.385,182.427
