Pos,No,Driver,Car,Lap,Time,Avg speed
1,5,Fernando AlonsoALO,Ferrari,41,1:34.908,223.454
2,6,Felipe MassaMAS,Ferrari,49,1:35.474,222.129
3,1,Sebastian VettelVET,Red Bull Racing Renault,38,1:35.565,221.918
4,2,Mark WebberWEB,Red Bull Racing Renault,49,1:35.665,221.686
5,3,Lewis HamiltonHAM,McLaren Mercedes,39,1:36.180,220.499
6,10,Vitaly PetrovPET,Renault,40,1:36.308,220.206
7,17,Sergio PerezPER,Sauber Ferrari,35,1:36.656,219.413
8,11,Rubens BarrichelloBAR,Williams Cosworth,38,1:36.733,219.238
9,14,Adrian SutilSUT,Force India Mercedes,42,1:36.744,219.213
10,4,Jenson ButtonBUT,McLaren Mercedes,31,1:36.982,218.675
11,7,Michael SchumacherMSC,Mercedes,34,1:37.034,218.558
12,12,Pastor MaldonadoMAL,Williams Cosworth,41,1:37.036,218.553
13,8,Nico RosbergROS,Mercedes,32,1:37.073,218.470
14,9,Nick HeidfeldHEI,Renault,37,1:37.117,218.371
15,19,Jaime AlguersuariALG,STR Ferrari,38,1:37.160,218.275
16,15,Paul di RestaDIR,Force India Mercedes,48,1:37.936,216.545
17,24,Timo GlockGLO,Virgin Cosworth,49,1:39.811,212.477
18,18,Sebastien BuemiBUE,STR Ferrari,24,1:40.224,211.602
19,23,Vitantonio LiuzziLIU,HRT Cosworth,40,1:40.524,210.970
20,25,Jerome d'AmbrosioDAM,Virgin Cosworth,30,1:40.560,210.894
21,16,Kamui KobayashiKOB,Sauber Ferrari,23,1:40.703,210.595
22,22,Daniel RicciardoRIC,HRT Cosworth,30,1:40.910,210.163
23,21,Jarno TrulliTRU,Lotus Renault,9,1:55.491,183.629
24,20,Heikki KovalainenKOV,Lotus Renault,2,2:10.404,162.629
