Pos,No,Driver,Car,Lap,Time,Avg speed
1,6,Felipe MassaMAS,Ferrari,55,1:28.947,214.631
2,5,Fernando AlonsoALO,Ferrari,49,1:29.487,213.336
3,2,Mark WebberWEB,Red Bull Racing Renault,50,1:29.600,213.066
4,1,Sebastian VettelVET,Red Bull Racing Renault,44,1:29.844,212.488
5,4,Jenson ButtonBUT,McLaren Mercedes,49,1:29.883,212.396
6,17,Sergio PerezPER,Sauber Ferrari,39,1:29.962,212.209
7,10,Vitaly PetrovPET,Renault,55,1:30.064,211.969
8,3,Lewis HamiltonHAM,McLaren Mercedes,41,1:30.314,211.382
9,16,Kamui KobayashiKOB,Sauber Ferrari,51,1:30.384,211.218
10,19,Jaime AlguersuariALG,STR Ferrari,41,1:30.467,211.025
11,18,Sebastien BuemiBUE,STR Ferrari,44,1:30.836,210.167
12,11,Rubens BarrichelloBAR,Williams Cosworth,47,1:31.404,208.861
13,14,Adrian SutilSUT,Force India Mercedes,55,1:31.526,208.583
14,15,Paul di RestaDIR,Force India Mercedes,40,1:31.941,207.641
15,9,Nick HeidfeldHEI,Renault,43,1:32.377,206.661
16,21,Jarno TrulliTRU,Lotus Renault,52,1:32.550,206.275
17,8,Nico RosbergROS,Mercedes,21,1:33.503,204.173
18,12,Pastor MaldonadoMAL,Williams Cosworth,7,1:34.102,202.873
19,25,Jerome d'AmbrosioDAM,Virgin Cosworth,44,1:34.523,201.969
20,20,Heikki KovalainenKOV,Lotus Renault,19,1:34.918,201.129
21,7,Michael SchumacherMSC,Mercedes,13,1:35.319,200.283
22,24,Timo GlockGLO,Virgin Cosworth,48,1:35.789,199.300
