Pos,No,Driver,Car,Lap,Time,Avg speed
1,4,Jenson ButtonBUT,McLaren Mercedes,69,1:16.956,204.007
2,1,Sebastian VettelVET,Red Bull Racing Renault,69,1:17.217,203.317
3,10,Vitaly PetrovPET,Renault,68,1:19.054,198.593
4,7,Michael SchumacherMSC,Mercedes,70,1:19.138,198.382
5,6,Felipe MassaMAS,Ferrari,68,1:19.148,198.357
6,15,Paul di RestaDIR,Force India Mercedes,67,1:19.395,197.740
7,18,Sebastien BuemiBUE,STR Ferrari,69,1:19.507,197.461
8,2,Mark WebberWEB,Red Bull Racing Renault,65,1:19.572,197.300
9,8,Nico RosbergROS,Mercedes,69,1:20.071,196.070
10,16,Kamui KobayashiKOB,Sauber Ferrari,70,1:20.213,195.723
11,11,Rubens BarrichelloBAR,Williams Cosworth,68,1:20.316,195.472
12,17,Pedro de la RosaDLR,Sauber Ferrari,70,1:20.369,195.343
13,19,Jaime AlguersuariALG,STR Ferrari,69,1:20.371,195.339
14,21,Jarno TrulliTRU,Lotus Renault,67,1:22.233,190.916
15,25,Jerome d'AmbrosioDAM,Virgin Cosworth,68,1:22.495,190.309
16,22,Narain KarthikeyanKAR,HRT Cosworth,66,1:23.116,188.887
17,23,Vitantonio LiuzziLIU,HRT Cosworth,63,1:23.419,188.201
18,12,Pastor MaldonadoMAL,Williams Cosworth,53,1:24.265,186.312
19,24,Timo GlockGLO,Virgin Cosworth,68,1:24.590,185.596
20,9,Nick HeidfeldHEI,Renault,55,1:25.135,184.408
21,14,Adrian SutilSUT,Force India Mercedes,47,1:30.171,174.109
22,5,Fernando AlonsoALO,Ferrari,14,1:34.223,166.621
23,3,Lewis HamiltonHAM,McLaren Mercedes,7,1:37.761,160.591
24,20,Heikki KovalainenKOV,Lotus Renault,16,1:38.460,159.451
