Pos,No,Driver,Car,Lap,Time
1,6,Riccardo PatresePAT,Williams Renault,36,1:41.591
2,1,Ayrton SennaSEN,McLaren Honda,44,1:42.272
3,5,Nigel MansellMAN,Williams Renault,29,1:42.379
4,20,Martin BrundleBRU,Benetton Ford,39,1:43.246
5,19,Michael SchumacherMSC,Benetton Ford,23,1:43.690
6,25,Thierry BoutsenBOU,Ligier Renault,39,1:43.944
7,27,Jean AlesiALE,Ferrari,38,1:44.099
8,26,Erik ComasCOM,Ligier Renault,41,1:44.453
9,11,Mika HakkinenHAK,Lotus Ford,18,1:44.777
10,2,Gerhard BergerBER,McLaren Honda,13,1:44.811
11,22,Pierluigi MartiniMAR,Dallara Ferrari,38,1:45.382
12,9,Michele AlboretoALB,Footwork Mugen Honda,37,1:45.474
13,17,Paul BelmondoBEL,March Ilmor,38,1:45.496
14,29,Bertrand GachotGAC,Venturi Lamborghini,41,1:45.514
15,21,Jyrki JarvilehtoJAR,Dallara Ferrari,41,1:45.517
16,15,Gabriele TarquiniTAR,Fondmetal Ford,31,1:45.586
17,12,Johnny HerbertHER,Lotus Ford,23,1:45.656
18,24,Gianni MorbidelliMOR,Minardi Lamborghini,34,1:45.825
19,16,Karl WendlingerWEN,March Ilmor,23,1:46.023
20,28,Ivan CapelliCAP,Ferrari,12,1:46.029
21,4,Andrea de CesarisDEC,Tyrrell Ilmor,22,1:46.820
22,33,Mauricio GugelminGUG,Jordan Yamaha,42,1:48.450
23,3,Olivier GrouillardGRO,Tyrrell Ilmor,7,1:48.489
24,30,Ukyo KatayamaKAT,Venturi Lamborghini,8,1:48.639
25,10,Aguri SuzukiSUZ,Footwork Mugen Honda,1,2:03.333
26,23,Alessandro ZanardiZAN,Minardi Lamborghini,1,2:33.909
