Pos,No,Driver,Car,Lap,Time
1,5,Nigel MansellMAN,Williams Renault,39,1:26.119
2,6,Riccardo PatresePAT,Williams Renault,46,1:26.224
3,19,Michael SchumacherMSC,Benetton Ford,53,1:26.497
4,20,Martin BrundleBRU,Benetton Ford,45,1:27.083
5,1,Ayrton SennaSEN,McLaren Honda,41,1:27.190
6,2,Gerhard BergerBER,McLaren Honda,39,1:27.255
7,4,Andrea de CesarisDEC,Tyrrell Ilmor,43,1:28.698
8,9,Michele AlboretoALB,Footwork Mugen Honda,52,1:28.870
9,16,Karl WendlingerWEN,March Ilmor,39,1:28.964
10,30,Ukyo KatayamaKAT,Venturi Lamborghini,49,1:29.295
11,21,Jyrki JarvilehtoJAR,Dallara Ferrari,44,1:29.358
12,27,Jean AlesiALE,Ferrari,11,1:29.508
13,25,Thierry BoutsenBOU,Ligier Renault,24,1:29.528
14,28,Ivan CapelliCAP,Ferrari,10,1:29.639
15,12,Johnny HerbertHER,Lotus Ford,17,1:29.739
16,26,Erik ComasCOM,Ligier Renault,28,1:29.845
17,11,Mika HakkinenHAK,Lotus Ford,3,1:30.101
18,15,Gabriele TarquiniTAR,Fondmetal Ford,29,1:30.171
19,24,Gianni MorbidelliMOR,Minardi Lamborghini,12,1:30.273
20,3,Olivier GrouillardGRO,Tyrrell Ilmor,26,1:30.360
21,22,Pierluigi MartiniMAR,Dallara Ferrari,39,1:30.361
22,29,Bertrand GachotGAC,Venturi Lamborghini,10,1:30.558
23,17,Emanuele NaspettiNAS,March Ilmor,17,1:30.941
24,33,Mauricio GugelminGUG,Jordan Yamaha,38,1:31.043
25,10,Aguri SuzukiSUZ,Footwork Mugen Honda,2,1:34.405
