Pos,No,Driver,Car,Laps,Time/retired,Pts
1,8,Ayrton SennaSEN,McLaren Ford,71,1:51:15.485,10
2,0,Damon HillHIL,Williams Renault,71,+16.625s,6
3,5,Michael SchumacherMSC,Benetton Ford,71,+45.436s,4
4,12,Johnny HerbertHER,Lotus Ford,71,+46.557s,3
5,26,Mark BlundellBLU,Ligier Renault,71,+52.127s,2
6,11,Alessandro ZanardiZAN,Lotus Ford,70,+1 lap,1
7,19,Philippe AlliotALL,Larrousse Lamborghini,70,+1 lap,0
8,27,Jean AlesiALE,Ferrari,70,+1 lap,0
9,9,Derek WarwickWAR,Footwork Mugen Honda,69,+2 laps,0
10,20,Erik ComasCOM,Larrousse Lamborghini,69,+2 laps,0
11,21,Michele AlboretoALB,Lola Ferrari,68,+3 laps,0
12,22,Luca BadoerBAD,Lola Ferrari,68,+3 laps,0
NC,29,Karl WendlingerWEN,Sauber,61,DNF,0
NC,30,Jyrki JarvilehtoJAR,Sauber,52,DNF,0
NC,4,Andrea de CesarisDEC,Tyrrell Yamaha,48,DNF,0
NC,2,Alain ProstPRO,Williams Renault,29,DNF,0
NC,23,Christian FittipaldiFIT,Minardi Ford,28,DNF,0
NC,10,Aguri SuzukiSUZ,Footwork Mugen Honda,27,DNF,0
NC,3,Ukyo KatayamaKAT,Tyrrell Yamaha,26,DNF,0
NC,14,Rubens BarrichelloBAR,Jordan Hart,13,DNF,0
NC,6,Riccardo PatresePAT,Benetton Ford,3,DNF,0
