Pos,No,Driver,Car,Laps,Time/retired,Pts
1,2,Alain ProstPRO,Williams Renault,72,1:38:45.082,10
2,8,Ayrton SennaSEN,McLaren Ford,72,+79.824s,6
3,26,Mark BlundellBLU,Ligier Renault,71,+1 lap,4
4,23,Christian FittipaldiFIT,Minardi Ford,71,+1 lap,3
5,30,Jyrki JarvilehtoJAR,Sauber,70,+2 laps,2
6,28,Gerhard BergerBER,Ferrari,69,DNF,1
7,9,Derek WarwickWAR,Footwork Mugen Honda,69,DNF,0
NC,25,Martin BrundleBRU,Ligier Renault,57,DNF,0
NC,21,Michele AlboretoALB,Lola Ferrari,55,DNF,0
NC,20,Erik ComasCOM,Larrousse Lamborghini,51,DNF,0
NC,6,Riccardo PatresePAT,Benetton Ford,46,DNF,0
NC,5,Michael SchumacherMSC,Benetton Ford,39,DNF,0
NC,12,Johnny HerbertHER,Lotus Ford,38,DNF,0
NC,29,Karl WendlingerWEN,Sauber,33,DNF,0
NC,14,Rubens BarrichelloBAR,Jordan Hart,31,DNF,0
NC,27,Jean AlesiALE,Ferrari,30,DNF,0
NC,19,Philippe AlliotALL,Larrousse Lamborghini,27,DNF,0
NC,24,Fabrizio BarbazzaBAR,Minardi Ford,21,DNF,0
NC,10,Aguri SuzukiSUZ,Footwork Mugen Honda,21,DNF,0
NC,22,Luca BadoerBAD,Lola Ferrari,20,DNF,0
NC,0,Damon HillHIL,Williams Renault,16,DNF,0
NC,11,Alessandro ZanardiZAN,Lotus Ford,16,DNF,0
NC,7,Michael AndrettiAND,McLaren Ford,4,DNF,0
NC,15,Ivan CapelliCAP,Jordan Hart,2,DNF,0
NC,3,Ukyo KatayamaKAT,Tyrrell Yamaha,1,DNF,0
