Pos,No,Driver,Car,Laps,Time/retired,Pts
1,8,Ayrton SennaSEN,McLaren Ford,53,1:40:27.912,10
2,2,Alain ProstPRO,Williams Renault,53,+11.435s,6
3,7,Mika HakkinenHAK,McLaren Ford,53,+26.129s,4
4,0,Damon HillHIL,Williams Renault,53,+83.538s,3
5,14,Rubens BarrichelloBAR,Jordan Hart,53,+95.101s,2
6,15,Eddie IrvineIRV,Jordan Hart,53,+106.421s,1
7,26,Mark BlundellBLU,Ligier Renault,52,+1 lap,0
8,30,Jyrki JarvilehtoJAR,Sauber,52,+1 lap,0
9,25,Martin BrundleBRU,Ligier Renault,51,DNF,0
10,24,Pierluigi MartiniMAR,Minardi Ford,51,+2 laps,0
11,12,Johnny HerbertHER,Lotus Ford,51,+2 laps,0
12,19,Toshio  SuzukiSUZ,Larrousse Lamborghini,51,+2 laps,0
13,11,Pedro LamyLAM,Lotus Ford,49,DNF,0
14,9,Derek WarwickWAR,Footwork Mugen Honda,48,DNF,0
NC,6,Riccardo PatresePAT,Benetton Ford,45,DNF,0
NC,28,Gerhard BergerBER,Ferrari,40,DNF,0
NC,10,Aguri SuzukiSUZ,Footwork Mugen Honda,28,DNF,0
NC,3,Ukyo KatayamaKAT,Tyrrell Yamaha,26,DNF,0
NC,23,Jean-Marc GounonGOU,Minardi Ford,26,DNF,0
NC,29,Karl WendlingerWEN,Sauber,25,DNF,0
NC,20,Erik ComasCOM,Larrousse Lamborghini,17,DNF,0
NC,5,Michael SchumacherMSC,Benetton Ford,10,DNF,0
NC,27,Jean AlesiALE,Ferrari,7,DNF,0
