Pos,No,Driver,Car,Time,Gap,Laps
1,5,Damon HillHIL,Williams Renault,1:21.443,,23
2,6,David CoulthardCOU,Williams Renault,1:22.258,+0.815s,18
3,1,Michael SchumacherMSC,Benetton Renault,1:22.517,+1.074s,21
4,27,Jean AlesiALE,Ferrari,1:22.854,+1.411s,18
5,28,Gerhard BergerBER,Ferrari,1:23.046,+1.603s,21
6,30,Heinz-Harald FrentzenFRE,Sauber Ford,1:23.306,+1.863s,23
7,25,Martin BrundleBRU,Ligier Mugen Honda,1:23.307,+1.864s,22
8,15,Eddie IrvineIRV,Jordan Peugeot,1:23.362,+1.919s,15
9,14,Rubens BarrichelloBAR,Jordan Peugeot,1:23.707,+2.264s,14
10,7,Mark BlundellBLU,McLaren Mercedes,1:23.771,+2.328s,23
11,8,Mika HakkinenHAK,McLaren Mercedes,1:23.785,+2.342s,21
12,26,Olivier PanisPAN,Ligier Mugen Honda,1:23.825,+2.382s,21
13,2,Johnny HerbertHER,Benetton Renault,1:23.884,+2.441s,23
14,3,Ukyo KatayamaKAT,Tyrrell Yamaha,1:24.926,+3.483s,21
15,29,Jean-Christophe BoullionBOU,Sauber Ford,1:25.092,+3.649s,23
16,4,Mika SaloSAL,Tyrrell Yamaha,1:25.099,+3.656s,19
17,10,Taki InoueINO,Footwork Hart,1:25.390,+3.947s,15
18,9,Massimiliano PapisPAP,Footwork Hart,1:25.421,+3.978s,20
19,23,Pedro LamyLAM,Minardi Ford,1:25.535,+4.092s,23
20,24,Luca BadoerBAD,Minardi Ford,1:25.811,+4.368s,23
21,17,Andrea MonterminiMON,Pacific Ilmor,1:28.023,+6.580s,12
22,22,Roberto MorenoMOR,Forti Ford,1:28.040,+6.597s,23
23,21,Pedro DinizDIN,Forti Ford,1:28.606,+7.163s,23
24,16,Jean-Denis DeletrazDEL,Pacific Ilmor,1:33.409,+11.966s,19
