Pos,No,Driver,Car,Time,Gap,Laps
1,1,Michael SchumacherMSC,Benetton Renault,1:31.390,,19
2,27,Jean AlesiALE,Ferrari,1:31.908,+0.518s,22
3,6,David CoulthardCOU,Williams Renault,1:32.763,+1.373s,15
4,2,Johnny HerbertHER,Benetton Renault,1:33.062,+1.672s,17
5,26,Olivier PanisPAN,Ligier Mugen Honda,1:33.637,+2.247s,21
6,30,Heinz-Harald FrentzenFRE,Sauber Ford,1:34.169,+2.779s,19
7,7,Mark BlundellBLU,McLaren Mercedes,1:34.321,+2.931s,16
8,14,Rubens BarrichelloBAR,Jordan Peugeot,1:34.353,+2.963s,4
9,23,Pierluigi MartiniMAR,Minardi Ford,1:35.795,+4.405s,9
10,9,Massimiliano PapisPAP,Footwork Hart,1:36.638,+5.248s,6
11,8,Mika HakkinenHAK,McLaren Mercedes,1:38.251,+6.861s,4
12,24,Luca BadoerBAD,Minardi Ford,1:38.898,+7.508s,12
13,21,Pedro DinizDIN,Forti Ford,1:38.959,+7.569s,18
14,3,Ukyo KatayamaKAT,Tyrrell Yamaha,1:39.164,+7.774s,19
15,29,Jean-Christophe BoullionBOU,Sauber Ford,1:39.500,+8.110s,14
16,17,Andrea MonterminiMON,Pacific Ilmor,1:39.975,+8.585s,6
17,16,Bertrand GachotGAC,Pacific Ilmor,1:43.946,+12.556s,7
18,15,Eddie IrvineIRV,Jordan Peugeot,1:46.416,+15.026s,5
19,25,Martin BrundleBRU,Ligier Mugen Honda,1:47.087,+15.697s,15
20,4,Mika SaloSAL,Tyrrell Yamaha,1:47.271,+15.881s,9
21,28,Gerhard BergerBER,Ferrari,1:49.320,+17.930s,6
22,5,Damon HillHIL,Williams Renault,1:49.581,+18.191s,2
23,22,Roberto MorenoMOR,Forti Ford,1:53.474,+22.084s,9
24,10,Taki InoueINO,Footwork Hart,1:54.364,+22.974s,5
