Pos,No,Driver,Car,Time,Gap,Laps
1,5,Damon HillHIL,Williams Renault,1:34.906,,23
2,6,David CoulthardCOU,Williams Renault,1:35.611,+0.705s,20
3,30,Heinz-Harald FrentzenFRE,Sauber Ford,1:36.946,+2.040s,23
4,28,Gerhard BergerBER,Ferrari,1:37.165,+2.259s,14
5,27,Jean AlesiALE,Ferrari,1:37.219,+2.313s,19
6,1,Michael SchumacherMSC,Benetton Renault,1:37.374,+2.468s,23
7,2,Johnny HerbertHER,Benetton Renault,1:37.488,+2.582s,22
8,14,Rubens BarrichelloBAR,Jordan Peugeot,1:38.088,+3.182s,22
9,26,Olivier PanisPAN,Ligier Mugen Honda,1:38.693,+3.787s,22
10,4,Mika SaloSAL,Tyrrell Yamaha,1:38.728,+3.822s,23
11,15,Eddie IrvineIRV,Jordan Peugeot,1:38.762,+3.856s,12
12,29,Jean-Christophe BoullionBOU,Sauber Ford,1:38.795,+3.889s,20
13,8,Mika HakkinenHAK,McLaren Mercedes,1:38.977,+4.071s,20
14,25,Martin BrundleBRU,Ligier Mugen Honda,1:38.995,+4.089s,23
15,23,Pedro LamyLAM,Minardi Ford,1:39.614,+4.708s,17
16,7,Mark BlundellBLU,McLaren Mercedes,1:39.769,+4.863s,21
17,24,Luca BadoerBAD,Minardi Ford,1:40.144,+5.238s,22
18,17,Andrea MonterminiMON,Pacific Ilmor,1:41.821,+6.915s,14
19,9,Massimiliano PapisPAP,Footwork Hart,1:43.397,+8.491s,13
20,21,Pedro DinizDIN,Forti Ford,1:43.420,+8.514s,14
21,22,Roberto MorenoMOR,Forti Ford,1:44.189,+9.283s,23
22,3,Gabriele TarquiniTAR,Tyrrell Yamaha,1:44.554,+9.648s,23
23,16,Jean-Denis DeletrazDEL,Pacific Ilmor,1:46.412,+11.506s,18
24,10,Taki InoueINO,Footwork Hart,1:49.666,+14.760s,20
