Pos,No,Driver,Car,Time
1,2,Ronnie PetersonPET,Lotus Ford,2:30.500
2,1,Emerson FittipaldiFIT,Lotus Ford,2:30.700
3,9,Jacky IckxICK,Ferrari,2:32.000
4,14,Clay RegazzoniREG,BRM,2:32.400
5,7,Denny HulmeHUL,McLaren Ford,2:32.700
6,6,Carlos PacePAC,Surtees Ford,2:32.700
7,17,Carlos ReutemannREU,Brabham Ford,2:32.900
8,3,Jackie StewartSTE,Tyrrell Ford,2:33.300
9,4,Francois  Cevert CEV,Tyrrell Ford,2:33.400
10,15,Jean-Pierre BeltoiseBEL,BRM,2:33.500
11,18,Wilson FittipaldiFIT,Brabham Ford,2:34.300
12,8,Peter   RevsonREV,McLaren Ford,2:34.300
13,16,Niki LaudaLAU,BRM,2:35.100
14,5,Mike HailwoodHAI,Surtees Ford,2:35.500
15,11,Jean-Pierre JarierJAR,March Ford,2:37.600
16,19,Howden  Ganley GAN,Iso Marlboro Ford,2:37.600
17,10,Arturo MerzarioMER,Ferrari,2:37.700
18,20,Nanni  Galli GAL,Iso Marlboro Ford,2:38.700
19,12,Mike  Beuttler BEU,March Ford,2:39.900
20,23,Luiz  Bueno BUE,Surtees Ford,2:42.500
