Pos,No,Driver,Car,Time
1,2,Ronnie PetersonPET,Lotus Ford,1:39.657
2,10,Carlos ReutemannREU,Brabham Ford,1:40.013
3,1,Emerson FittipaldiFIT,Lotus Ford,1:40.393
4,27,James HuntHUN,March Ford,1:40.520
5,5,Jackie StewartSTE,Tyrrell Ford,1:40.635
6,23,Mike HailwoodHAI,Surtees Ford,1:40.844
7,8,Peter   RevsonREV,McLaren Ford,1:40.895
8,7,Denny HulmeHUL,McLaren Ford,1:40.907
9,24,Carlos PacePAC,Surtees Ford,1:41.125
10,0,Jody ScheckterSCH,McLaren Ford,1:41.321
11,4,Arturo MerzarioMER,Ferrari,1:41.455
12,29,Chris AmonAMO,Tyrrell Ford,1:41.679
13,31,Brian   RedmanRED,Shadow Ford,1:42.247
14,20,Jean-Pierre BeltoiseBEL,BRM,1:42.417
15,19,Clay RegazzoniREG,BRM,1:42.468
16,30,Jochen MassMAS,Surtees Ford,1:42.517
17,18,Jean-Pierre JarierJAR,March Ford,1:42.752
18,12,Graham HillHIL,Shadow Ford,1:42.848
19,25,Howden  Ganley GAN,Iso Marlboro Ford,1:43.166
20,16,George  Follmer FOL,Shadow Ford,1:43.387
21,21,Niki LaudaLAU,BRM,1:43.543
22,17,Jackie OliverOLI,Shadow Ford,1:43.650
23,26,Jacky IckxICK,Iso Marlboro Ford,1:43.885
24,9,John WatsonWAT,Brabham Ford,1:43.887
25,11,Wilson FittipaldiFIT,Brabham Ford,1:44.478
26,15,Mike  Beuttler BEU,March Ford,1:45.032
27,28,Rikky von OpelVON,Ensign Ford,1:45.441
