Pos,No,Driver,Car,Time
1,2,Ronnie PetersonPET,Lotus Ford,1:13.697
2,8,Peter   RevsonREV,McLaren Ford,1:14.737
3,0,Jody ScheckterSCH,McLaren Ford,1:14.758
4,10,Carlos ReutemannREU,Brabham Ford,1:14.813
5,1,Emerson FittipaldiFIT,Lotus Ford,1:15.035
6,6,Francois  Cevert CEV,Tyrrell Ford,1:15.118
7,7,Denny HulmeHUL,McLaren Ford,1:15.319
8,21,Niki LaudaLAU,BRM,1:15.400
9,5,Jackie StewartSTE,Tyrrell Ford,1:15.641
10,11,Wilson FittipaldiFIT,Brabham Ford,1:16.112
11,29,Chris AmonAMO,Tyrrell Ford,1:16.228
12,23,Mike HailwoodHAI,Surtees Ford,1:16.290
13,16,George  Follmer FOL,Shadow Ford,1:16.358
14,17,Jackie OliverOLI,Shadow Ford,1:16.436
15,27,James HuntHUN,March Ford,1:16.584
16,20,Jean-Pierre BeltoiseBEL,BRM,1:16.623
17,12,Graham HillHIL,Shadow Ford,1:16.740
18,9,Rolf StommelenSTO,Brabham Ford,1:16.846
19,24,Carlos PacePAC,Surtees Ford,1:17.028
20,4,Arturo MerzarioMER,Ferrari,1:17.350
21,15,Mike  Beuttler BEU,March Ford,1:17.383
22,25,Howden  Ganley GAN,Iso Marlboro Ford,1:17.579
23,18,Jean-Pierre JarierJAR,March Ford,1:17.721
24,26,Tim   SchenkenSCH,Iso Marlboro Ford,1:18.402
25,19,Peter  Gethin GET,BRM,1:18.498
26,28,Rikky von OpelVON,Ensign Ford,1:18.682
