Pos,No,Driver,Car,Time
1,2,Ronnie PetersonPET,Lotus Ford,1:16.300
2,7,Denny HulmeHUL,McLaren Ford,1:16.500
3,8,Peter   RevsonREV,McLaren Ford,1:16.500
4,5,Jackie StewartSTE,Tyrrell Ford,1:16.700
5,1,Emerson FittipaldiFIT,Lotus Ford,1:16.700
6,30,Jody ScheckterSCH,McLaren Ford,1:16.900
7,6,Francois  Cevert CEV,Tyrrell Ford,1:17.300
8,10,Carlos ReutemannREU,Brabham Ford,1:17.400
9,21,Niki LaudaLAU,BRM,1:17.400
10,19,Clay RegazzoniREG,BRM,1:17.500
11,27,James HuntHUN,March Ford,1:17.600
12,23,Mike HailwoodHAI,Surtees Ford,1:18.000
13,11,Wilson FittipaldiFIT,Brabham Ford,1:18.100
14,31,Jochen MassMAS,Surtees Ford,1:18.300
15,24,Carlos PacePAC,Surtees Ford,1:18.300
16,18,David PurleyPUR,March Ford,1:18.400
17,20,Jean-Pierre BeltoiseBEL,BRM,1:18.400
18,25,Howden  Ganley GAN,Iso Marlboro Ford,1:18.600
19,3,Jacky IckxICK,Ferrari,1:18.900
20,9,Andrea de Adamich DEA,Brabham Ford,1:19.100
21,28,Rikky von OpelVON,Ensign Ford,1:19.200
22,14,Roger  Williamson WIL,March Ford,1:19.500
23,29,John WatsonWAT,Brabham Ford,1:20.100
24,15,Mike  Beuttler BEU,March Ford,1:20.100
25,16,George  Follmer FOL,Shadow Ford,1:20.300
26,17,Jackie OliverOLI,Shadow Ford,1:20.300
27,12,Graham HillHIL,Shadow Ford,1:20.500
28,26,Graham  McRae MCR,Iso Marlboro Ford,1:20.800
29,22,Chris AmonAMO,Tecno,1:21.000
