Pos,No,Driver,Car,Time
1,5,Jackie StewartSTE,Tyrrell Ford,7:07.800
2,2,Ronnie PetersonPET,Lotus Ford,7:08.300
3,6,Francois  Cevert CEV,Tyrrell Ford,7:09.300
4,30,Jacky IckxICK,McLaren Ford,7:09.700
5,21,Niki LaudaLAU,BRM,7:09.900
6,10,Carlos ReutemannREU,Brabham Ford,7:15.100
7,8,Peter   RevsonREV,McLaren Ford,7:15.900
8,7,Denny HulmeHUL,McLaren Ford,7:16.500
9,20,Jean-Pierre BeltoiseBEL,BRM,7:18.100
10,19,Clay RegazzoniREG,BRM,7:18.200
11,24,Carlos PacePAC,Surtees Ford,7:18.800
12,26,Henri PescaroloPES,Iso Marlboro Ford,7:18.800
13,11,Wilson FittipaldiFIT,Brabham Ford,7:19.100
14,1,Emerson FittipaldiFIT,Lotus Ford,7:19.700
15,31,Jochen MassMAS,Surtees Ford,7:20.400
16,9,Rolf StommelenSTO,Brabham Ford,7:22.200
17,17,Jackie OliverOLI,Shadow Ford,7:22.300
18,23,Mike HailwoodHAI,Surtees Ford,7:22.300
19,15,Mike  Beuttler BEU,March Ford,7:26.600
20,12,Graham HillHIL,Shadow Ford,7:27.100
21,16,George  Follmer FOL,Shadow Ford,7:28.300
22,18,David PurleyPUR,March Ford,7:54.200
