Pos,No,Driver,Car,Time
1,2,Ronnie PetersonPET,Lotus Ford,1:19.470
2,5,Jackie StewartSTE,Tyrrell Ford,1:19.970
3,6,Francois  Cevert CEV,Tyrrell Ford,1:20.120
4,7,Denny HulmeHUL,McLaren Ford,1:20.310
5,10,Carlos ReutemannREU,Brabham Ford,1:20.590
6,8,Peter   RevsonREV,McLaren Ford,1:20.600
7,27,James HuntHUN,March Ford,1:20.700
8,24,Carlos PacePAC,Surtees Ford,1:21.020
9,20,Jean-Pierre BeltoiseBEL,BRM,1:21.140
10,17,Jackie OliverOLI,Shadow Ford,1:21.230
11,21,Niki LaudaLAU,BRM,1:21.430
12,19,Clay RegazzoniREG,BRM,1:21.560
13,11,Wilson FittipaldiFIT,Brabham Ford,1:21.820
14,28,Rikky von OpelVON,Ensign Ford,1:22.010
15,25,Howden  Ganley GAN,Iso Marlboro Ford,1:22.100
16,1,Emerson FittipaldiFIT,Lotus Ford,1:22.240
17,12,Graham HillHIL,Shadow Ford,1:22.500
18,14,Roger  Williamson WIL,March Ford,1:22.720
19,22,Chris AmonAMO,Tecno,1:22.730
20,26,Gijs van LennepVAN,Iso Marlboro Ford,1:22.950
21,18,David PurleyPUR,March Ford,1:23.090
22,16,George  Follmer FOL,Shadow Ford,1:24.140
23,15,Mike  Beuttler BEU,March Ford,1:24.450
24,23,Mike HailwoodHAI,Surtees Ford,1:32.330
