Pos,No,Driver,Car,Time
1,5,Jackie StewartSTE,Tyrrell Ford,1:48.370
2,8,Jody ScheckterSCH,McLaren Ford,1:49.180
3,1,Emerson FittipaldiFIT,Lotus Ford,1:49.360
4,6,Francois  Cevert CEV,Tyrrell Ford,1:49.390
5,2,Ronnie PetersonPET,Lotus Ford,1:49.450
6,7,Denny HulmeHUL,McLaren Ford,1:49.680
7,14,Jean-Pierre JarierJAR,March Ford,1:50.690
8,10,Carlos ReutemannREU,Brabham Ford,1:50.750
9,19,Clay RegazzoniREG,BRM,1:50.990
10,4,Arturo MerzarioMER,Ferrari,1:51.170
11,23,Mike HailwoodHAI,Surtees Ford,1:51.170
12,3,Jacky IckxICK,Ferrari,1:51.440
13,9,Andrea de Adamich DEA,Brabham Ford,1:51.530
14,27,James HuntHUN,March Ford,1:51.630
15,20,Jean-Pierre BeltoiseBEL,BRM,1:51.670
16,12,Graham HillHIL,Shadow Ford,1:51.700
17,21,Niki LaudaLAU,BRM,1:51.780
18,24,Carlos PacePAC,Surtees Ford,1:51.880
19,11,Wilson FittipaldiFIT,Brabham Ford,1:52.070
20,16,George  Follmer FOL,Shadow Ford,1:52.300
21,17,Jackie OliverOLI,Shadow Ford,1:52.940
22,15,Reine   WisellWIS,March Ford,1:53.200
23,26,Henri PescaroloPES,March Ford,1:53.560
24,25,Howden  Ganley GAN,Iso Marlboro Ford,1:53.870
25,29,Rikky von OpelVON,Ensign Ford,1:55.550
