Pos,No,Driver,Car,Time
1,5,Denny HulmeHUL,McLaren Ford,1:16.280
2,1,Emerson FittipaldiFIT,Lotus Ford,1:16.410
3,7,Jody ScheckterSCH,McLaren Ford,1:16.430
4,2,Ronnie PetersonPET,Lotus Ford,1:16.440
5,15,Clay RegazzoniREG,BRM,1:16.470
6,6,Peter   RevsonREV,McLaren Ford,1:16.720
7,16,Jean-Pierre BeltoiseBEL,BRM,1:16.840
8,18,Carlos ReutemannREU,Brabham Ford,1:16.940
9,11,Carlos PacePAC,Surtees Ford,1:17.060
10,17,Niki LaudaLAU,BRM,1:17.140
11,8,Jacky IckxICK,Ferrari,1:17.160
12,10,Mike HailwoodHAI,Surtees Ford,1:17.170
13,25,Dave CharltonCHA,Lotus Ford,1:17.180
14,22,Jackie OliverOLI,Shadow Ford,1:17.640
15,9,Arturo MerzarioMER,Ferrari,1:17.640
16,3,Jackie StewartSTE,Tyrrell Ford,1:17.650
17,19,Wilson FittipaldiFIT,Brabham Ford,1:17.950
18,14,Jean-Pierre JarierJAR,March Ford,1:17.980
19,21,Howden  Ganley GAN,Iso Marlboro Ford,1:18.070
20,12,Andrea de Adamich DEA,Surtees Ford,1:18.660
21,23,George  Follmer FOL,Shadow Ford,1:18.820
22,26,Eddie  KeizanKEI,Tyrrell Ford,1:18.920
23,24,Mike  Beuttler BEU,March Ford,1:20.370
24,20,Jackie PretoriusPRE,Iso Marlboro Ford,1:20.540
25,4,Francois  Cevert CEV,Tyrrell Ford,
