Pos,No,Driver,Car,Time
1,2,Ronnie PetersonPET,Lotus Ford,1:22.460
2,7,Denny HulmeHUL,McLaren Ford,1:23.000
3,3,Jacky IckxICK,Ferrari,1:23.100
4,6,Francois  Cevert CEV,Tyrrell Ford,1:23.220
5,20,Jean-Pierre BeltoiseBEL,BRM,1:23.250
6,5,Jackie StewartSTE,Tyrrell Ford,1:23.280
7,10,Carlos ReutemannREU,Brabham Ford,1:23.340
8,24,Carlos PacePAC,Surtees Ford,1:23.340
9,1,Emerson FittipaldiFIT,Lotus Ford,1:23.440
10,8,Peter   RevsonREV,McLaren Ford,1:23.520
11,16,George  Follmer FOL,Shadow Ford,1:23.860
12,19,Clay RegazzoniREG,BRM,1:23.910
13,23,Mike HailwoodHAI,Surtees Ford,1:23.960
14,21,Niki LaudaLAU,BRM,1:24.510
15,22,Chris AmonAMO,Tecno,1:24.790
16,14,Jean-Pierre JarierJAR,March Ford,1:24.830
17,26,Nanni  Galli GAL,Iso Marlboro Ford,1:24.890
18,9,Andrea de Adamich DEA,Brabham Ford,1:25.280
19,11,Wilson FittipaldiFIT,Brabham Ford,1:25.570
20,15,Mike  Beuttler BEU,March Ford,1:25.770
21,25,Howden  Ganley GAN,Iso Marlboro Ford,1:26.680
22,17,Jackie OliverOLI,Shadow Ford,1:28.120
23,12,Graham HillHIL,Shadow Ford,1:30.450
