Pos,No,Driver,Car,Time
1,5,Jackie StewartSTE,Tyrrell Ford,1:27.500
2,2,Ronnie PetersonPET,Lotus Ford,1:27.700
3,7,Denny HulmeHUL,McLaren Ford,1:27.800
4,6,Francois  Cevert CEV,Tyrrell Ford,1:27.900
5,1,Emerson FittipaldiFIT,Lotus Ford,1:28.100
6,21,Niki LaudaLAU,BRM,1:28.500
7,3,Jacky IckxICK,Ferrari,1:28.700
8,19,Clay RegazzoniREG,BRM,1:28.900
9,11,Wilson FittipaldiFIT,Brabham Ford,1:28.900
10,25,Howden  Ganley GAN,Iso Marlboro Ford,1:29.000
11,20,Jean-Pierre BeltoiseBEL,BRM,1:29.000
12,22,Chris AmonAMO,Tecno,1:29.300
13,23,Mike HailwoodHAI,Surtees Ford,1:29.400
14,14,Jean-Pierre JarierJAR,March Ford,1:29.400
15,8,Peter   RevsonREV,McLaren Ford,1:29.400
16,4,Arturo MerzarioMER,Ferrari,1:29.500
17,24,Carlos PacePAC,Surtees Ford,1:29.600
18,27,James HuntHUN,March Ford,1:29.900
19,10,Carlos ReutemannREU,Brabham Ford,1:30.100
20,15,Mike  Beuttler BEU,March Ford,1:31.000
21,26,Nanni  Galli GAL,Iso Marlboro Ford,1:31.100
22,17,Jackie OliverOLI,Shadow Ford,1:31.200
23,18,David PurleyPUR,March Ford,1:31.900
24,12,Graham HillHIL,Shadow Ford,1:31.900
25,9,Andrea de Adamich DEA,Brabham Ford,1:32.100
