Pos,No,Driver,Car,Time
1,2,Ronnie PetersonPET,Lotus Ford,1:34.800
2,8,Peter   RevsonREV,McLaren Ford,1:35.290
3,7,Denny HulmeHUL,McLaren Ford,1:35.450
4,1,Emerson FittipaldiFIT,Lotus Ford,1:35.680
5,24,Carlos PacePAC,Surtees Ford,1:36.060
6,5,Jackie StewartSTE,Tyrrell Ford,1:36.100
7,4,Arturo MerzarioMER,Ferrari,1:36.370
8,23,Mike HailwoodHAI,Surtees Ford,1:36.440
9,9,Rolf StommelenSTO,Brabham Ford,1:36.540
10,10,Carlos ReutemannREU,Brabham Ford,1:36.550
11,6,Francois  Cevert CEV,Tyrrell Ford,1:36.580
12,15,Mike  Beuttler BEU,March Ford,1:36.670
13,20,Jean-Pierre BeltoiseBEL,BRM,1:36.880
14,3,Jacky IckxICK,Ferrari,1:36.990
15,21,Niki LaudaLAU,BRM,1:37.260
16,11,Wilson FittipaldiFIT,Brabham Ford,1:37.300
17,28,Rikky von OpelVON,Ensign Ford,1:37.400
18,19,Clay RegazzoniREG,BRM,1:37.580
19,17,Jackie OliverOLI,Shadow Ford,1:37.810
20,25,Howden  Ganley GAN,Iso Marlboro Ford,1:38.130
21,16,George  Follmer FOL,Shadow Ford,1:38.660
22,12,Graham HillHIL,Shadow Ford,1:38.880
23,26,Gijs van LennepVAN,Iso Marlboro Ford,1:39.240
24,29,David PurleyPUR,March Ford,1:39.280
