Pos,No,Driver,Car,Time,Gap,Laps
1,1,Sebastian VettelVET,Red Bull Racing Renault,1:33.852,,35
2,2,Mark WebberWEB,Red Bull Racing Renault,1:34.020,+0.168s,35
3,9,Nico RosbergROS,Mercedes,1:34.114,+0.262s,36
4,7,Kimi RäikkönenRAI,Lotus Renault,1:34.202,+0.350s,17
5,8,Romain GrosjeanGRO,Lotus Renault,1:34.411,+0.559s,30
6,10,Lewis HamiltonHAM,Mercedes,1:34.442,+0.590s,36
7,19,Daniel RicciardoRIC,STR Ferrari,1:34.473,+0.621s,30
8,4,Felipe MassaMAS,Ferrari,1:34.698,+0.846s,35
9,5,Jenson ButtonBUT,McLaren Mercedes,1:34.912,+1.060s,34
10,3,Fernando AlonsoALO,Ferrari,1:35.087,+1.235s,32
11,12,Esteban Gutierrez GUT,Sauber Ferrari,1:35.089,+1.237s,36
12,18,Jean-Eric VergneVER,STR Ferrari,1:35.109,+1.257s,34
13,11,Nico HulkenbergHUL,Sauber Ferrari,1:35.182,+1.330s,34
14,14,Paul di RestaDIR,Force India Mercedes,1:35.275,+1.423s,35
15,15,Adrian SutilSUT,Force India Mercedes,1:35.341,+1.489s,25
16,6,Sergio PerezPER,McLaren Mercedes,1:35.709,+1.857s,8
17,17,Valtteri BottasBOT,Williams Renault,1:36.136,+2.284s,41
18,16,Pastor MaldonadoMAL,Williams Renault,1:36.722,+2.870s,6
19,20,Charles PicPIC,Caterham Renault,1:37.630,+3.778s,31
20,21,Giedo van der GardeVDG,Caterham Renault,1:37.905,+4.053s,36
21,23,Max ChiltonCHI,Marussia Cosworth,1:38.121,+4.269s,33
