Pos,No,Driver,Car,Time,Gap,Laps
1,3,Fernando AlonsoALO,Ferrari,1:14.818,,48
2,10,Lewis HamiltonHAM,Mercedes,1:14.830,+0.012s,45
3,8,Romain GrosjeanGRO,Lotus Renault,1:15.083,+0.265s,40
4,2,Mark WebberWEB,Red Bull Racing Renault,1:15.212,+0.394s,46
5,9,Nico RosbergROS,Mercedes,1:15.249,+0.431s,46
6,4,Felipe MassaMAS,Ferrari,1:15.254,+0.436s,43
7,1,Sebastian VettelVET,Red Bull Racing Renault,1:15.280,+0.462s,41
8,15,Adrian SutilSUT,Force India Mercedes,1:15.396,+0.578s,43
9,5,Jenson ButtonBUT,McLaren Mercedes,1:15.422,+0.604s,29
10,19,Daniel RicciardoRIC,STR Ferrari,1:15.566,+0.748s,38
11,7,Kimi RäikkönenRAI,Lotus Renault,1:15.599,+0.781s,35
12,6,Sergio PerezPER,McLaren Mercedes,1:15.661,+0.843s,39
13,14,Paul di RestaDIR,Force India Mercedes,1:15.855,+1.037s,22
14,16,Pastor MaldonadoMAL,Williams Renault,1:16.319,+1.501s,46
15,18,Jean-Eric VergneVER,STR Ferrari,1:16.351,+1.533s,38
16,17,Valtteri BottasBOT,Williams Renault,1:16.374,+1.556s,40
17,12,Esteban Gutierrez GUT,Sauber Ferrari,1:16.475,+1.657s,45
18,11,Nico HulkenbergHUL,Sauber Ferrari,1:16.929,+2.111s,35
19,22,Jules BianchiBIA,Marussia Cosworth,1:17.070,+2.252s,41
20,20,Charles PicPIC,Caterham Renault,1:17.236,+2.418s,35
21,23,Max ChiltonCHI,Marussia Cosworth,1:17.888,+3.070s,45
22,21,Giedo van der GardeVDG,Caterham Renault,1:18.392,+3.574s,39
