Pos,No,Driver,Car,Time,Gap,Laps
1,1,Sebastian VettelVET,Red Bull Racing Renault,1:21.264,,34
2,2,Mark WebberWEB,Red Bull Racing Renault,1:21.308,+0.044s,42
3,8,Romain GrosjeanGRO,Lotus Renault,1:21.417,+0.153s,40
4,3,Fernando AlonsoALO,Ferrari,1:21.426,+0.162s,34
5,4,Felipe MassaMAS,Ferrari,1:21.544,+0.280s,37
6,10,Lewis HamiltonHAM,Mercedes,1:21.802,+0.538s,42
7,9,Nico RosbergROS,Mercedes,1:21.991,+0.727s,40
8,7,Kimi RäikkönenRAI,Lotus Renault,1:22.011,+0.747s,32
9,5,Jenson ButtonBUT,McLaren Mercedes,1:22.180,+0.916s,41
10,15,Adrian SutilSUT,Force India Mercedes,1:22.304,+1.040s,41
11,14,Paul di RestaDIR,Force India Mercedes,1:22.526,+1.262s,39
12,6,Sergio PerezPER,McLaren Mercedes,1:22.529,+1.265s,37
13,16,Pastor MaldonadoMAL,Williams Renault,1:22.781,+1.517s,36
14,12,Esteban Gutierrez GUT,Sauber Ferrari,1:22.837,+1.573s,42
15,11,Nico HulkenbergHUL,Sauber Ferrari,1:22.841,+1.577s,39
16,18,Jean-Eric VergneVER,STR Ferrari,1:23.369,+2.105s,34
17,19,Daniel RicciardoRIC,STR Ferrari,1:23.411,+2.147s,41
18,17,Valtteri BottasBOT,Williams Renault,1:23.646,+2.382s,34
19,20,Charles PicPIC,Caterham Renault,1:24.325,+3.061s,38
20,21,Giedo van der GardeVDG,Caterham Renault,1:25.065,+3.801s,36
21,22,Jules BianchiBIA,Marussia Cosworth,1:25.143,+3.879s,39
22,23,Max ChiltonCHI,Marussia Cosworth,1:26.647,+5.383s,33
