Pos,No,Driver,Car,Time,Gap,Laps
1,1,Sebastian VettelVET,Red Bull Racing Renault,1:30.416,,39
2,9,Nico RosbergROS,Mercedes,1:30.651,+0.235s,38
3,2,Mark WebberWEB,Red Bull Racing Renault,1:30.683,+0.267s,41
4,8,Romain GrosjeanGRO,Lotus Renault,1:30.843,+0.427s,32
5,7,Kimi RäikkönenRAI,Lotus Renault,1:30.848,+0.432s,27
6,3,Fernando AlonsoALO,Ferrari,1:31.056,+0.640s,39
7,4,Felipe MassaMAS,Ferrari,1:31.059,+0.643s,41
8,10,Lewis HamiltonHAM,Mercedes,1:31.304,+0.888s,35
9,5,Jenson ButtonBUT,McLaren Mercedes,1:31.568,+1.152s,37
10,14,Paul di RestaDIR,Force India Mercedes,1:31.797,+1.381s,40
11,15,Adrian SutilSUT,Force India Mercedes,1:31.824,+1.408s,34
12,19,Daniel RicciardoRIC,STR Ferrari,1:31.855,+1.439s,42
13,18,Jean-Eric VergneVER,STR Ferrari,1:32.055,+1.639s,39
14,6,Sergio PerezPER,McLaren Mercedes,1:32.086,+1.670s,36
15,11,Nico HulkenbergHUL,Sauber Ferrari,1:32.495,+2.079s,39
16,12,Esteban Gutierrez GUT,Sauber Ferrari,1:32.762,+2.346s,44
17,17,Valtteri BottasBOT,Williams Renault,1:32.879,+2.463s,35
18,16,Pastor MaldonadoMAL,Williams Renault,1:32.880,+2.464s,36
19,20,Charles PicPIC,Caterham Renault,1:33.695,+3.279s,38
20,21,Giedo van der GardeVDG,Caterham Renault,1:33.804,+3.388s,40
21,22,Jules BianchiBIA,Marussia Cosworth,1:34.017,+3.601s,10
22,23,Max ChiltonCHI,Marussia Cosworth,1:34.667,+4.251s,39
