Pos,No,Driver,Car,Time,Gap,Laps
1,1,Sebastian VettelVET,Red Bull Racing Renault,1:24.453,,39
2,2,Mark WebberWEB,Red Bull Racing Renault,1:25.076,+0.623s,39
3,7,Kimi RäikkönenRAI,Lotus Renault,1:25.116,+0.663s,36
4,8,Romain GrosjeanGRO,Lotus Renault,1:25.116,+0.663s,40
5,3,Fernando AlonsoALO,Ferrari,1:25.330,+0.877s,38
6,10,Lewis HamiltonHAM,Mercedes,1:25.340,+0.887s,39
7,9,Nico RosbergROS,Mercedes,1:25.367,+0.914s,42
8,4,Felipe MassaMAS,Ferrari,1:25.519,+1.066s,29
9,5,Jenson ButtonBUT,McLaren Mercedes,1:25.532,+1.079s,42
10,6,Sergio PerezPER,McLaren Mercedes,1:25.627,+1.174s,39
11,14,Paul di RestaDIR,Force India Mercedes,1:25.830,+1.377s,40
12,12,Esteban Gutierrez GUT,Sauber Ferrari,1:25.888,+1.435s,40
13,15,Adrian SutilSUT,Force India Mercedes,1:26.028,+1.575s,37
14,16,Pastor MaldonadoMAL,Williams Renault,1:26.138,+1.685s,36
15,18,Jean-Eric VergneVER,STR Ferrari,1:26.224,+1.771s,32
16,11,Nico HulkenbergHUL,Sauber Ferrari,1:26.385,+1.932s,43
17,19,Daniel RicciardoRIC,STR Ferrari,1:26.599,+2.146s,39
18,17,Valtteri BottasBOT,Williams Renault,1:27.198,+2.745s,44
19,23,Max ChiltonCHI,Marussia Cosworth,1:27.548,+3.095s,30
20,20,Charles PicPIC,Caterham Renault,1:27.696,+3.243s,37
21,21,Giedo van der GardeVDG,Caterham Renault,1:27.771,+3.318s,38
22,22,Jules BianchiBIA,Marussia Cosworth,1:28.057,+3.604s,32
