Pos,No,Driver,Car,Time,Gap,Laps
1,7,Kimi RäikkönenRAI,Lotus Renault,1:36.569,,28
2,1,Sebastian VettelVET,Red Bull Racing Renault,1:36.588,+0.019s,27
3,4,Felipe MassaMAS,Ferrari,1:36.661,+0.092s,33
4,3,Fernando AlonsoALO,Ferrari,1:36.985,+0.416s,23
5,2,Mark WebberWEB,Red Bull Racing Renault,1:37.026,+0.457s,29
6,8,Romain GrosjeanGRO,Lotus Renault,1:37.206,+0.637s,26
7,9,Nico RosbergROS,Mercedes,1:37.448,+0.879s,32
8,14,Paul di RestaDIR,Force India Mercedes,1:37.571,+1.002s,30
9,10,Lewis HamiltonHAM,Mercedes,1:37.574,+1.005s,32
10,15,Adrian SutilSUT,Force India Mercedes,1:37.788,+1.219s,10
11,6,Sergio PerezPER,McLaren Mercedes,1:37.838,+1.269s,21
12,5,Jenson ButtonBUT,McLaren Mercedes,1:37.865,+1.296s,29
13,11,Nico HulkenbergHUL,Sauber Ferrari,1:38.068,+1.499s,31
14,12,Esteban Gutierrez GUT,Sauber Ferrari,1:38.645,+2.076s,23
15,18,Jean-Eric VergneVER,STR Ferrari,1:38.738,+2.169s,31
16,16,Pastor MaldonadoMAL,Williams Renault,1:38.801,+2.232s,27
17,19,Daniel RicciardoRIC,STR Ferrari,1:38.904,+2.335s,31
18,22,Jules BianchiBIA,Marussia Cosworth,1:39.508,+2.939s,30
19,17,Valtteri BottasBOT,Williams Renault,1:39.660,+3.091s,28
20,20,Charles PicPIC,Caterham Renault,1:40.757,+4.188s,29
21,21,Giedo van der GardeVDG,Caterham Renault,1:40.768,+4.199s,32
22,23,Max ChiltonCHI,Marussia Cosworth,1:41.438,+4.869s,23
