Pos,No,Driver,Car,Time,Gap
1,19,Roberto MorenoMOR,Benetton Ford,1:21.793,
2,5,Nigel MansellMAN,Williams Renault,1:22.261,+0.468s
3,27,Alain ProstPRO,Ferrari,1:22.418,+0.625s
4,2,Gerhard BergerBER,McLaren Honda,1:22.793,+1.000s
5,1,Ayrton SennaSEN,McLaren Honda,1:22.891,+1.098s
6,4,Stefano ModenaMOD,Tyrrell Honda,1:23.514,+1.721s
7,23,Pierluigi MartiniMAR,Minardi Ferrari,1:23.939,+2.146s
8,32,Bertrand GachotGAC,Jordan Ford,1:24.004,+2.211s
9,6,Riccardo PatresePAT,Williams Renault,1:24.036,+2.243s
10,33,Andrea de CesarisDEC,Jordan Ford,1:24.090,+2.297s
11,20,Nelson PiquetPIQ,Benetton Ford,1:24.260,+2.467s
12,29,Eric BernardBER,Lola Ford,1:24.348,+2.555s
13,3,Satoru NakajimaNAK,Tyrrell Honda,1:24.529,+2.736s
14,22,Jyrki JarvilehtoJAR,Dallara Judd,1:24.582,+2.789s
15,21,Emanuele PirroPIR,Dallara Judd,1:24.671,+2.878s
16,24,Gianni MorbidelliMOR,Minardi Ferrari,1:25.035,+3.242s
17,28,Jean AlesiALE,Ferrari,1:25.363,+3.570s
18,15,Mauricio GugelminGUG,Leyton House Ilmor,1:25.367,+3.574s
19,25,Thierry BoutsenBOU,Ligier Lamborghini,1:25.592,+3.799s
20,26,Erik ComasCOM,Ligier Lamborghini,1:25.801,+4.008s
21,18,Fabrizio BarbazzaBAR,AGS Ford,1:25.832,+4.039s
22,30,Aguri SuzukiSUZ,Lola Ford,1:25.853,+4.060s
23,16,Ivan CapelliCAP,Leyton House Ilmor,1:26.243,+4.450s
24,12,Johnny HerbertHER,Lotus Judd,1:26.497,+4.704s
25,17,Gabriele TarquiniTAR,AGS Ford,1:26.581,+4.788s
26,7,Martin BrundleBRU,Brabham Yamaha,1:26.707,+4.914s
27,10,Stefan JohanssonJOH,Footwork Porsche,1:27.273,+5.480s
28,9,Michele AlboretoALB,Footwork Porsche,1:27.592,+5.799s
29,11,Mika HakkinenHAK,Lotus Judd,1:27.688,+5.895s
30,8,Mark BlundellBLU,Brabham Yamaha,1:30.881,+9.088s
