Pos,No,Driver,Car,Time
1,10,Lewis HamiltonHAM,Mercedes,1:29.607
2,9,Nico RosbergROS,Mercedes,1:30.059
3,1,Sebastian VettelVET,Red Bull Racing Renault,1:30.211
4,2,Mark WebberWEB,Red Bull Racing Renault,1:30.220
5,19,Daniel RicciardoRIC,STR Ferrari,1:30.757
6,15,Adrian SutilSUT,Force India Mercedes,1:30.908
7,8,Romain GrosjeanGRO,Lotus Renault,1:30.955
8,7,Kimi RäikkönenRAI,Lotus Renault,1:30.962
9,3,Fernando AlonsoALO,Ferrari,1:30.979
10,5,Jenson ButtonBUT,McLaren Mercedes,1:31.649
11,4,Felipe MassaMAS,Ferrari,1:31.779
12,18,Jean-Eric VergneVER,STR Ferrari,1:31.785
13,6,Sergio PerezPER,McLaren Mercedes,1:32.082
14,11,Nico HulkenbergHUL,Sauber Ferrari,1:32.211
15,16,Pastor MaldonadoMAL,Williams Renault,1:32.359
16,17,Valtteri BottasBOT,Williams Renault,1:32.664
17,12,Esteban Gutierrez GUT,Sauber Ferrari,1:32.666
18,20,Charles PicPIC,Caterham Renault,1:33.866
19,22,Jules BianchiBIA,Marussia Cosworth,1:34.108
20,23,Max ChiltonCHI,Marussia Cosworth,1:35.858
21,14,Paul di RestaDIR,Force India Mercedes,
22,21,Giedo van der GardeVDG,Caterham Renault,1:35.481
