Pos,No,Driver,Car,Time
1,9,Nico RosbergROS,Mercedes,1:13.876
2,10,Lewis HamiltonHAM,Mercedes,1:13.967
3,1,Sebastian VettelVET,Red Bull Racing Renault,1:13.980
4,2,Mark WebberWEB,Red Bull Racing Renault,1:14.181
5,7,Kimi RäikkönenRAI,Lotus Renault,1:14.822
6,3,Fernando AlonsoALO,Ferrari,1:14.824
7,6,Sergio PerezPER,McLaren Mercedes,1:15.138
8,15,Adrian SutilSUT,Force India Mercedes,1:15.383
9,5,Jenson ButtonBUT,McLaren Mercedes,1:15.647
10,18,Jean-Eric VergneVER,STR Ferrari,1:15.703
11,11,Nico HulkenbergHUL,Sauber Ferrari,1:18.331
12,19,Daniel RicciardoRIC,STR Ferrari,1:18.344
13,8,Romain GrosjeanGRO,Lotus Renault,1:18.603
14,17,Valtteri BottasBOT,Williams Renault,1:19.077
15,21,Giedo van der GardeVDG,Caterham Renault,1:19.408
16,16,Pastor MaldonadoMAL,Williams Renault,1:21.688
17,14,Paul di RestaDIR,Force India Mercedes,1:26.322
18,20,Charles PicPIC,Caterham Renault,1:26.633
19,12,Esteban Gutierrez GUT,Sauber Ferrari,1:26.917
20,22,Jules BianchiBIA,Marussia Cosworth,
21,4,Felipe MassaMAS,Ferrari,
22,23,Max ChiltonCHI,Marussia Cosworth,1:27.303
