Pos,No,Driver,Car,Time
1,1,Sebastian VettelVET,Red Bull Racing Renault,1:27.407
2,2,Mark WebberWEB,Red Bull Racing Renault,1:27.827
3,10,Lewis HamiltonHAM,Mercedes,1:28.087
4,4,Felipe MassaMAS,Ferrari,1:28.490
5,3,Fernando AlonsoALO,Ferrari,1:28.493
6,9,Nico RosbergROS,Mercedes,1:28.523
7,7,Kimi RäikkönenRAI,Lotus Renault,1:28.738
8,8,Romain GrosjeanGRO,Lotus Renault,1:29.013
9,14,Paul di RestaDIR,Force India Mercedes,1:29.305
10,5,Jenson ButtonBUT,McLaren Mercedes,1:30.357
11,11,Nico HulkenbergHUL,Sauber Ferrari,1:38.067
12,15,Adrian SutilSUT,Force India Mercedes,1:38.134
13,18,Jean-Eric VergneVER,STR Ferrari,1:38.778
14,19,Daniel RicciardoRIC,STR Ferrari,1:39.042
15,6,Sergio PerezPER,McLaren Mercedes,1:39.900
16,17,Valtteri BottasBOT,Williams Renault,1:40.290
17,16,Pastor MaldonadoMAL,Williams Renault,1:47.614
18,12,Esteban Gutierrez GUT,Sauber Ferrari,1:47.776
19,22,Jules BianchiBIA,Marussia Cosworth,1:48.147
20,23,Max ChiltonCHI,Marussia Cosworth,1:48.909
21,21,Giedo van der GardeVDG,Caterham Renault,1:49.519
22,20,Charles PicPIC,Caterham Renault,
